frame,occluded,outside,xmin,ymin,xmax,ymax,obj_center_x,obj_center_y
56,0,0,214.71,116.77,333.68,223.54,274.19,170.16
57,0,0,201.55,116.58,322.53,223.26,262.04,169.92
58,0,0,188.40,116.38,311.39,222.98,249.89,169.68
59,0,0,181.28,116.18,300.25,222.70,240.76,169.44
60,0,0,173.59,114.45,293.55,221.60,233.57,168.03
61,0,0,168.92,113.85,289.88,221.64,229.4,167.75
62,0,0,164.25,113.25,286.20,221.67,225.22,167.46
63,0,0,165.15,110.99,288.10,220.05,226.62,165.52
64,0,0,166.05,108.73,290.00,218.42,228.03,163.57
65,0,0,164.92,105.79,289.86,216.12,227.39,160.96
66,0,0,154.21,105.00,280.15,215.97,217.18,160.49
67,0,0,157.05,103.31,283.99,214.91,220.52,159.11
68,0,0,163.96,101.62,291.89,213.85,227.93,157.74
69,0,0,178.10,102.63,307.02,215.50,242.56,159.06
70,0,0,185.33,102.18,314.25,215.05,249.79,158.62
71,0,0,194.36,103.76,323.28,216.63,258.82,160.19
72,0,0,221.46,102.63,350.39,215.50,285.93,159.06
73,0,0,227.03,102.33,355.96,215.20,291.5,158.76
74,0,0,232.60,102.03,361.53,214.90,297.06,158.47
75,0,0,238.17,101.73,367.10,214.60,302.63,158.16
76,0,0,247.21,101.05,376.13,213.92,311.67,157.48
77,0,0,256.24,100.37,385.17,213.24,320.71,156.81
78,0,0,268.00,100.37,392.39,213.24,330.19,156.81
79,0,0,270.69,100.37,399.62,213.24,335.15,156.81
80,0,0,270.69,100.38,399.54,213.19,335.12,156.78
81,0,0,270.69,100.39,399.46,213.13,335.07,156.76
82,0,0,270.69,100.40,399.38,213.08,335.03,156.74
83,0,0,270.69,100.41,399.30,213.02,335.0,156.72
84,0,0,270.69,100.42,399.22,212.97,334.96,156.69
85,0,0,270.68,100.43,399.14,212.92,334.91,156.68
86,0,0,270.68,100.44,399.06,212.86,334.87,156.65
87,0,0,270.68,100.45,398.98,212.81,334.83,156.63
88,0,0,270.68,100.45,398.90,212.75,334.79,156.6
89,0,0,270.68,100.46,398.82,212.70,334.75,156.58
90,0,0,270.68,100.47,398.74,212.64,334.71,156.56
91,0,0,270.67,100.48,398.66,212.59,334.67,156.53
92,0,0,270.67,100.49,398.58,212.54,334.62,156.51
93,0,0,270.67,100.50,398.51,212.48,334.59,156.49
94,0,0,270.67,100.51,398.43,212.43,334.55,156.47
95,0,0,270.67,100.52,398.35,212.37,334.51,156.44
96,0,0,270.67,100.53,398.27,212.32,334.47,156.43
97,0,0,270.66,100.53,398.19,212.26,334.43,156.39
98,0,0,270.66,100.54,398.11,212.21,334.38,156.38
99,0,0,270.67,102.11,398.03,213.71,334.35,157.91
100,0,0,270.67,102.04,397.96,213.58,334.31,157.81
101,0,0,270.67,101.97,397.88,213.45,334.27,157.71
102,0,0,282.29,103.36,409.42,214.77,345.86,159.06
103,0,0,293.91,104.74,420.96,216.09,357.44,160.41
104,0,0,305.53,106.13,432.50,217.41,369.01,161.77
105,0,0,317.15,107.51,444.04,218.74,380.6,163.12
106,0,0,328.76,108.90,455.58,220.06,392.17,164.48
107,0,0,340.38,110.28,467.13,221.38,403.75,165.83
108,0,0,352.00,111.67,478.67,222.70,415.34,167.19
109,0,0,350.75,112.16,474.46,221.50,412.61,166.83
110,0,0,349.50,112.66,470.26,220.30,409.88,166.48
111,0,0,349.76,111.18,471.26,218.57,410.51,164.88
112,0,0,347.33,112.06,467.77,220.98,407.55,166.52
113,0,0,344.90,112.93,464.27,223.40,404.58,168.17
114,0,0,334.75,113.90,452.32,223.85,393.53,168.88
115,0,0,324.60,114.87,440.36,224.30,382.48,169.59
116,0,0,311.30,115.83,428.39,224.75,369.85,170.29
117,0,0,298.00,116.80,416.43,225.20,357.22,171.0
118,0,0,264.82,118.89,391.49,224.50,328.15,171.69
119,0,0,260.30,118.89,380.20,224.50,320.25,171.69
120,0,0,241.10,118.21,361.00,223.82,301.05,171.01
121,0,0,221.91,117.54,341.80,223.14,281.86,170.34
122,0,0,203.39,118.89,323.28,224.50,263.33,171.69
123,0,0,197.63,119.01,317.52,224.61,257.57,171.81
124,0,0,197.29,119.12,317.18,224.73,257.24,171.93
125,0,0,196.95,119.23,316.85,224.84,256.9,172.03
126,0,0,196.61,119.34,316.51,224.95,256.56,172.14
127,0,0,200.90,119.12,320.80,224.73,260.85,171.93
128,0,0,205.19,118.89,325.09,224.50,265.14,171.69
129,0,0,216.03,118.67,335.93,224.27,275.98,171.47
130,0,0,226.87,118.44,346.77,224.05,286.82,171.25
131,0,0,237.73,117.76,356.96,223.36,297.34,170.56
132,0,0,248.59,117.09,367.14,222.67,307.87,169.88
133,0,0,259.44,116.41,377.33,221.99,318.38,169.2
134,0,0,270.30,115.73,387.51,221.30,328.9,168.52
135,0,0,270.82,115.81,387.72,221.38,329.27,168.59
136,0,0,271.33,115.88,387.93,221.46,329.63,168.67
137,0,0,271.85,115.96,388.14,221.55,330.0,168.75
138,0,0,272.37,116.03,388.36,221.63,330.37,168.83
139,0,0,272.88,116.11,388.57,221.71,330.73,168.91
140,0,0,273.40,116.18,388.78,221.79,331.09,168.99
141,0,0,273.49,116.59,388.87,222.20,331.18,169.39
142,0,0,273.58,117.00,388.96,222.60,331.27,169.8
143,0,0,273.67,117.40,389.05,223.01,331.36,170.2
144,0,0,273.76,117.81,389.14,223.42,331.45,170.62
145,0,0,273.85,118.22,389.23,223.82,331.54,171.02
146,0,0,246.57,118.26,361.95,223.87,304.26,171.06
147,0,0,239.05,118.31,354.43,223.91,296.74,171.11
148,0,0,231.53,118.35,346.91,223.96,289.22,171.16
149,0,0,224.01,118.40,339.39,224.00,281.7,171.2
150,0,0,216.49,118.44,331.86,224.05,274.18,171.25
151,0,0,196.80,115.51,314.59,221.11,255.69,168.31
152,0,0,186.60,114.60,306.79,220.21,246.69,167.41
153,0,0,176.40,113.70,299.00,219.31,237.7,166.5
154,0,0,171.46,111.52,289.86,217.12,230.66,164.32
155,0,0,170.03,111.82,289.18,217.42,229.61,164.62
156,0,0,168.60,112.12,288.50,217.72,228.55,164.92
157,0,0,168.10,109.90,290.62,219.36,229.36,164.63
158,0,0,167.60,107.69,292.75,221.00,230.18,164.34
159,0,0,166.59,106.21,292.38,219.41,229.49,162.81
160,0,0,165.59,104.73,292.02,217.82,228.81,161.28
161,0,0,170.68,104.38,297.76,217.36,234.22,160.87
162,0,0,175.77,104.03,303.50,216.90,239.63,160.47
163,0,0,187.98,103.34,316.35,216.10,252.17,159.72
164,0,0,200.19,102.65,329.20,215.30,264.69,158.98
165,0,0,212.39,101.97,342.05,214.50,277.22,158.24
166,0,0,224.60,101.28,354.90,213.70,289.75,157.49
167,0,0,231.60,102.63,361.90,215.05,296.75,158.84
168,0,0,238.60,103.99,368.90,216.41,303.75,160.2
169,0,0,246.39,103.42,376.69,215.85,311.54,159.63
170,0,0,254.19,102.86,384.49,215.28,319.34,159.07
171,0,0,261.98,102.29,392.28,214.72,327.13,158.5
172,0,0,269.77,101.73,400.07,214.15,334.92,157.94
173,0,0,269.89,101.63,399.95,214.08,334.92,157.86
174,0,0,270.01,101.53,399.84,214.01,334.92,157.77
175,0,0,270.12,101.43,399.72,213.94,334.92,157.69
176,0,0,270.24,101.33,399.60,213.87,334.92,157.6
177,0,0,270.36,101.22,399.49,213.80,334.93,157.51
178,0,0,270.48,101.12,399.37,213.73,334.93,157.43
179,0,0,270.60,101.02,399.25,213.66,334.93,157.34
180,0,0,270.72,100.92,399.14,213.59,334.93,157.25
181,0,0,270.83,100.82,399.02,213.51,334.92,157.16
182,0,0,270.95,100.72,398.90,213.44,334.92,157.08
183,0,0,271.07,100.62,398.79,213.37,334.93,157.0
184,0,0,271.19,100.52,398.67,213.30,334.93,156.91
185,0,0,271.31,100.42,398.55,213.23,334.93,156.82
186,0,0,271.43,100.32,398.44,213.16,334.94,156.74
187,0,0,271.54,100.22,398.32,213.09,334.93,156.66
188,0,0,271.66,100.12,398.20,213.02,334.93,156.57
189,0,0,271.78,100.02,398.09,212.95,334.93,156.48
190,0,0,271.90,99.92,397.97,212.88,334.94,156.4
191,0,0,272.02,99.82,397.85,212.81,334.94,156.31
192,0,0,272.14,99.71,397.74,212.74,334.94,156.22
193,0,0,272.25,99.61,397.62,212.67,334.94,156.14
194,0,0,272.37,99.51,397.50,212.59,334.94,156.05
195,0,0,272.49,99.41,397.39,212.52,334.94,155.97
196,0,0,284.69,101.70,409.36,214.84,347.02,158.27
197,0,0,296.90,103.98,421.32,217.15,359.11,160.56
198,0,0,309.10,106.26,433.29,219.46,371.2,162.86
199,0,0,322.20,107.61,446.16,220.84,384.18,164.22
200,0,0,335.30,108.96,459.02,222.22,397.16,165.59
201,0,0,348.40,110.31,471.89,223.60,410.14,166.95
202,0,0,348.40,110.93,470.35,223.49,409.38,167.21
203,0,0,348.40,111.55,468.82,223.39,408.61,167.47
204,0,0,348.40,112.17,467.28,223.28,407.84,167.72
205,0,0,348.40,112.79,465.75,223.17,407.07,167.98
206,0,0,348.40,113.41,464.21,223.07,406.3,168.24
207,0,0,340.44,114.03,457.86,222.96,399.15,168.5
208,0,0,332.49,114.66,451.50,222.85,392.0,168.75
209,0,0,324.53,115.28,445.15,222.75,384.84,169.01
210,0,0,293.31,115.28,413.58,222.02,353.44,168.65
211,0,0,289.20,117.08,409.10,223.10,349.15,170.09
212,0,0,273.05,116.99,391.17,223.00,332.11,170.0
213,0,0,256.90,116.90,373.24,222.90,315.07,169.9
214,0,0,241.85,116.64,358.64,222.64,300.25,169.64
215,0,0,226.81,116.38,344.04,222.39,285.43,169.38
216,0,0,210.10,116.73,327.78,222.73,268.94,169.73
217,0,0,208.76,116.17,326.88,222.17,267.82,169.17
218,0,0,210.58,116.73,329.14,222.74,269.86,169.74
219,0,0,212.39,117.30,331.40,223.31,271.89,170.31
220,0,0,214.21,117.87,333.67,223.88,273.94,170.88
221,0,0,216.03,118.44,335.93,224.45,275.98,171.44
222,0,0,222.65,117.24,342.55,223.25,282.6,170.25
223,0,0,229.27,116.03,349.18,222.05,289.23,169.04
224,0,0,235.90,114.83,355.80,220.84,295.85,167.84
225,0,0,241.75,115.28,359.64,221.29,300.69,168.28
226,0,0,247.60,115.73,363.48,221.74,305.54,168.74
227,0,0,251.36,116.78,367.25,222.80,309.31,169.79
228,0,0,255.13,117.84,371.01,223.85,313.07,170.84
229,0,0,258.89,118.89,374.77,224.91,316.83,171.9
230,0,0,258.84,118.90,374.72,224.94,316.78,171.92
231,0,0,258.79,118.90,374.67,224.98,316.73,171.94
232,0,0,258.74,118.91,374.63,225.01,316.69,171.96
233,0,0,258.69,118.92,374.58,225.05,316.63,171.99
234,0,0,258.64,118.92,374.53,225.09,316.58,172.0
235,0,0,258.60,118.93,374.48,225.12,316.54,172.03
236,0,0,258.55,118.94,374.43,225.16,316.49,172.05
237,0,0,258.50,118.94,374.38,225.19,316.44,172.06
238,0,0,258.45,118.95,374.33,225.23,316.39,172.09
239,0,0,258.40,118.95,374.28,225.26,316.34,172.1
240,0,0,258.35,118.96,374.23,225.30,316.29,172.13
241,0,0,259.64,112.07,375.52,214.97,317.58,163.52
242,0,0,260.93,105.18,376.81,204.64,318.87,154.91
243,0,0,262.22,98.28,378.11,194.31,320.17,146.3
244,0,0,261.69,84.42,377.57,185.44,319.63,134.93
245,0,0,261.15,70.56,377.03,176.58,319.09,123.57
246,0,0,260.83,61.46,376.80,166.78,318.81,114.12
247,0,0,260.50,52.36,376.57,156.99,318.53,104.68
248,0,0,260.18,43.26,376.34,147.19,318.26,95.22
249,0,0,259.86,34.16,376.11,137.40,317.99,85.78
250,0,0,258.63,28.34,374.98,134.60,316.81,81.47
251,0,0,259.21,9.87,375.65,119.16,317.43,64.52
252,0,0,259.42,11.34,375.95,121.18,317.69,66.26
253,0,0,257.88,14.07,374.50,124.46,316.19,69.26
254,0,0,256.34,16.79,373.06,127.73,314.7,72.26
255,0,0,254.80,19.52,371.61,131.00,313.21,75.26
256,0,0,255.43,34.11,372.24,145.59,313.84,89.85
257,0,0,254.95,41.55,371.76,153.03,313.36,97.29
258,0,0,254.46,48.98,371.28,160.46,312.87,104.72
259,0,0,253.98,56.42,370.79,167.90,312.38,112.16
260,0,0,253.50,63.86,370.31,175.34,311.9,119.6
261,0,0,250.75,69.04,374.32,180.27,312.53,124.66
262,0,0,245.30,73.31,375.62,184.30,310.46,128.81
263,0,0,247.56,70.14,373.38,189.40,310.47,129.77
264,0,0,250.50,86.61,371.82,201.98,311.16,144.29
265,0,0,253.45,103.08,370.26,214.56,311.86,158.82
266,0,0,248.50,110.80,372.06,227.21,310.28,169.0
267,0,0,252.11,112.61,375.68,229.02,313.89,170.81
268,0,0,250.53,113.74,374.10,230.15,312.31,171.94
269,0,0,248.95,114.86,372.52,231.28,310.74,173.07
270,0,0,249.40,118.25,372.97,234.66,311.19,176.45
271,0,0,249.86,121.64,373.42,238.05,311.64,179.84
272,0,0,249.92,121.46,373.44,237.82,311.68,179.64
273,0,0,249.97,121.27,373.45,237.60,311.71,179.44
274,0,0,250.03,121.09,373.47,237.37,311.75,179.23
275,0,0,250.09,120.91,373.49,237.14,311.79,179.02
276,0,0,250.15,120.72,373.50,236.91,311.82,178.81
277,0,0,250.21,120.54,373.52,236.69,311.87,178.62
278,0,0,250.27,120.36,373.54,236.46,311.91,178.41
279,0,0,250.33,120.17,373.56,236.23,311.94,178.2
280,0,0,250.38,119.99,373.57,236.00,311.98,178.0
281,0,0,250.44,119.80,373.59,235.77,312.01,177.78
282,0,0,250.50,119.62,373.61,235.55,312.06,177.59
283,0,0,250.56,119.44,373.62,235.32,312.09,177.38
284,0,0,250.62,119.25,373.64,235.09,312.13,177.17
285,0,0,250.68,119.07,373.66,234.86,312.17,176.97
286,0,0,250.74,118.89,373.67,234.64,312.21,176.76
287,0,0,250.80,118.70,373.69,234.41,312.25,176.56
288,0,0,250.85,118.52,373.71,234.18,312.28,176.35
289,0,0,251.67,120.86,374.48,236.48,313.07,178.67
290,0,0,252.49,123.20,375.25,238.77,313.87,180.99
291,0,0,253.10,135.17,375.83,250.70,314.46,192.94
292,0,0,252.82,154.26,373.94,262.50,313.38,208.38
293,0,0,255.02,155.96,374.53,263.08,314.77,209.52
294,0,0,253.60,169.41,371.51,275.41,312.56,222.41
295,0,0,257.54,178.55,375.20,284.10,316.37,231.33
296,0,0,257.08,189.39,374.75,294.94,315.91,242.16
297,0,0,256.63,200.23,374.30,305.78,315.47,253.0
298,0,0,257.54,210.62,375.20,316.17,316.37,263.39
299,0,0,257.54,214.69,375.20,320.24,316.37,267.47
300,0,0,257.54,218.75,375.20,324.30,316.37,271.52
301,0,0,257.54,222.82,375.20,328.37,316.37,275.6
302,0,0,257.31,221.69,374.97,327.24,316.14,274.47
303,0,0,257.08,220.56,374.75,326.11,315.91,273.34
304,0,0,258.79,221.54,375.39,327.07,317.09,274.31
305,0,0,260.49,222.52,376.03,328.04,318.26,275.28
306,0,0,262.20,223.50,376.67,329.00,319.44,276.25
307,0,0,260.24,208.82,377.91,314.36,319.08,261.59
308,0,0,259.79,197.07,377.46,302.62,318.62,249.84
309,0,0,259.34,185.33,377.01,290.87,318.17,238.1
310,0,0,259.57,170.87,377.23,276.42,318.4,223.65
311,0,0,259.79,156.42,377.46,261.97,318.62,209.19
312,0,0,260.70,144.67,378.36,250.22,319.53,197.44
313,0,0,261.60,132.93,379.26,238.48,320.43,185.7
314,0,0,261.60,131.53,379.26,237.08,320.43,184.31
315,0,0,261.60,130.13,379.26,235.68,320.43,182.91
316,0,0,261.60,128.73,379.26,234.28,320.43,181.5
317,0,0,261.60,127.33,379.26,232.88,320.43,180.1
318,0,0,261.60,125.93,379.26,231.48,320.43,178.7
319,0,0,261.60,124.53,379.26,230.08,320.43,177.31
320,0,0,261.60,123.13,379.26,228.68,320.43,175.91
321,0,0,261.60,121.73,379.26,227.28,320.43,174.5
322,0,0,261.60,120.33,379.26,225.88,320.43,173.1
323,0,0,261.60,118.93,379.26,224.48,320.43,171.7
324,0,0,261.70,118.78,378.82,224.33,320.26,171.56
325,0,0,261.80,118.63,378.37,224.18,320.09,171.41
326,0,0,261.90,118.48,377.93,224.03,319.91,171.25
327,0,0,262.00,118.34,377.48,223.88,319.74,171.11
328,0,0,262.10,118.19,377.04,223.73,319.57,170.96
329,0,0,262.20,118.04,376.59,223.59,319.39,170.81
330,0,0,262.30,117.89,376.15,223.44,319.23,170.66
331,0,0,262.40,117.74,375.70,223.29,319.05,170.51
332,0,0,262.50,117.59,375.26,223.14,318.88,170.37
333,0,0,262.60,117.45,374.81,222.99,318.71,170.22
334,0,0,256.70,117.30,374.37,222.84,315.53,170.07
335,0,0,260.28,117.15,377.95,222.70,319.12,169.93
336,0,0,263.86,117.00,381.53,222.55,322.69,169.78
337,0,0,267.44,116.85,385.11,222.40,326.27,169.62
338,0,0,289.26,117.46,406.93,223.01,348.1,170.23
339,0,0,297.84,116.87,415.50,222.41,356.67,169.64
340,0,0,306.41,116.27,424.08,221.82,365.25,169.04
341,0,0,314.99,115.68,432.65,221.22,373.82,168.45
342,0,0,326.24,115.50,443.90,221.04,385.07,168.27
343,0,0,337.48,115.32,455.15,220.86,396.31,168.09
344,0,0,348.45,112.45,467.43,219.39,407.94,165.92
345,0,0,359.43,109.58,479.72,217.92,419.58,163.75
346,0,0,351.28,111.00,472.88,220.74,412.08,165.87
347,0,0,352.61,107.68,475.53,218.82,414.07,163.25
348,0,0,353.95,104.36,478.18,216.90,416.06,160.63
349,0,0,345.92,102.17,476.00,216.10,410.96,159.13
350,0,0,340.37,99.98,471.95,216.65,406.16,158.31
351,0,0,334.83,97.79,467.90,217.20,401.37,157.5
352,0,0,324.61,95.03,456.56,218.35,390.59,156.69
353,1,0,314.40,92.28,445.21,219.50,379.8,155.89
354,1,0,302.20,91.38,438.40,210.90,370.3,151.14
355,1,0,295.88,89.57,432.08,209.09,363.98,149.33
356,1,0,285.49,85.05,421.69,213.60,353.59,149.32
357,1,0,268.78,80.08,404.97,199.60,336.88,139.84
358,1,0,254.78,76.92,390.97,196.44,322.88,136.68
359,1,0,256.58,75.56,392.78,195.09,324.68,135.32
360,1,0,245.74,68.79,381.94,202.79,313.84,135.79
361,1,0,239.42,66.30,375.62,200.30,307.52,133.3
362,1,0,233.10,63.82,369.29,197.82,301.19,130.82
363,1,0,233.77,67.66,369.97,201.66,301.87,134.66
364,1,0,234.45,71.50,370.65,205.50,302.55,138.5
365,1,0,235.13,80.31,371.32,214.30,303.23,147.31
366,1,0,235.81,89.11,372.00,223.11,303.9,156.11
367,1,0,241.90,93.41,378.10,227.40,310.0,160.41
368,1,0,248.00,97.70,384.20,231.69,316.1,164.69
369,1,0,257.04,108.99,393.23,242.99,325.13,175.99
370,1,0,259.95,109.21,400.91,246.84,330.43,178.02
371,1,0,262.86,109.44,408.59,250.70,335.73,180.07
372,1,0,273.47,109.21,419.20,250.47,346.34,179.84
373,1,0,284.09,108.99,429.82,250.25,356.95,179.62
374,1,0,284.11,108.68,429.84,250.12,356.98,179.4
375,1,0,284.14,108.38,429.87,249.99,357.0,179.19
376,1,0,284.16,108.08,429.89,249.87,357.02,178.98
377,1,0,284.18,107.78,429.92,249.74,357.05,178.76
378,1,0,284.21,107.47,429.94,249.61,357.07,178.54
379,1,0,284.23,107.17,429.96,249.48,357.1,178.32
380,1,0,284.26,106.87,429.99,249.36,357.12,178.12
381,1,0,284.28,106.56,430.01,249.23,357.14,177.89
382,1,0,284.31,106.26,430.04,249.10,357.18,177.68
383,1,0,285.43,110.93,431.17,250.60,358.3,180.76
384,1,0,286.56,115.59,432.29,252.10,359.43,183.84
385,1,0,281.23,120.03,426.96,252.64,354.1,186.33
386,1,0,275.90,124.46,421.63,253.19,348.76,188.82
387,1,0,270.57,128.89,416.30,253.73,343.44,191.31
388,1,0,263.31,135.64,409.04,259.30,336.18,197.47
389,1,0,257.89,135.64,393.20,254.80,325.54,195.22
390,1,0,248.86,142.86,384.17,262.03,316.51,202.44
391,0,0,238.50,144.22,362.91,260.26,300.71,202.24
392,0,0,225.85,146.03,350.27,262.06,288.06,204.05
393,0,0,220.88,150.54,338.50,263.40,279.69,206.97
394,0,0,213.37,152.13,329.85,263.55,271.61,207.84
395,0,0,205.85,153.72,321.20,263.70,263.52,208.71
396,0,0,198.33,155.31,312.55,263.85,255.44,209.58
397,0,0,190.81,156.89,303.90,264.00,247.35,210.44
398,0,0,176.52,158.48,290.77,268.61,233.64,213.55
399,0,0,180.61,158.80,294.19,268.39,237.4,213.59
400,0,0,184.70,159.12,297.61,268.17,241.16,213.65
401,0,0,185.77,160.78,298.01,269.28,241.89,215.03
402,0,0,186.84,162.44,298.40,270.39,242.62,216.41
403,0,0,187.91,164.09,298.80,271.50,243.36,217.8
404,0,0,189.58,164.05,300.47,271.46,245.03,217.75
405,0,0,193.91,164.15,304.80,271.56,249.36,217.86
406,0,0,198.24,164.26,309.13,271.67,253.69,217.97
407,0,0,202.57,164.37,313.46,271.77,258.01,218.07
408,0,0,213.46,164.24,324.35,271.65,268.91,217.94
409,0,0,224.34,164.12,335.23,271.53,279.79,217.82
410,0,0,235.22,164.00,346.11,271.41,290.67,217.71
411,0,0,246.10,163.88,356.99,271.29,301.55,217.59
412,0,0,256.98,163.76,367.87,271.17,312.43,217.47
413,0,0,267.86,163.64,378.75,271.05,323.31,217.34
414,0,0,272.83,163.64,383.72,271.05,328.27,217.34
415,0,0,277.80,163.64,388.69,271.05,333.25,217.34
416,0,0,289.32,163.87,400.21,271.27,344.76,217.57
417,0,0,300.83,164.09,411.72,271.50,356.27,217.8
418,0,0,296.80,164.09,411.72,271.50,354.26,217.8
419,0,0,297.00,164.09,411.72,271.50,354.36,217.8
420,0,0,297.20,164.09,411.72,271.50,354.46,217.8
421,0,0,297.40,164.09,411.72,271.50,354.56,217.8
422,0,0,297.60,164.09,411.72,271.50,354.66,217.8
423,0,0,297.80,164.09,411.72,271.50,354.76,217.8
424,0,0,298.00,164.09,411.72,271.50,354.86,217.8
425,0,0,298.20,164.09,411.72,271.50,354.96,217.8
426,0,0,298.40,164.09,411.72,271.50,355.06,217.8
427,0,0,298.60,164.09,411.72,271.50,355.16,217.8
428,0,0,298.80,164.09,411.72,271.50,355.26,217.8
429,0,0,299.00,164.09,411.72,271.50,355.36,217.8
430,0,0,299.20,164.09,411.72,271.50,355.46,217.8
431,0,0,299.40,164.09,411.72,271.50,355.56,217.8
432,0,0,299.60,164.09,411.72,271.50,355.66,217.8
433,0,0,299.80,164.09,411.72,271.50,355.76,217.8
434,0,0,300.00,164.09,411.72,271.50,355.86,217.8
435,0,0,301.80,164.09,411.72,271.50,356.76,217.8
436,0,0,303.20,162.74,407.21,270.15,355.2,216.44
437,0,0,306.60,162.74,407.21,270.15,356.9,216.44
438,0,0,310.00,162.74,407.21,270.15,358.61,216.44
439,0,0,311.60,162.74,407.21,270.15,359.4,216.44
440,0,0,313.20,162.74,407.21,270.15,360.2,216.44
441,0,0,313.10,162.69,406.60,270.10,359.85,216.4
442,0,0,313.00,162.64,406.00,270.05,359.5,216.34
443,0,0,312.90,162.59,405.40,269.99,359.15,216.29
444,0,0,312.80,162.54,404.80,269.94,358.8,216.24
445,0,0,312.70,162.49,404.19,269.89,358.44,216.19
446,0,0,312.60,162.44,403.59,269.84,358.1,216.14
447,0,0,312.50,162.39,402.99,269.79,357.75,216.09
448,0,0,312.40,162.34,402.39,269.74,357.39,216.04
449,0,0,312.30,162.29,401.79,269.69,357.05,215.99
450,0,0,312.21,162.29,401.79,269.69,357.0,215.99
451,0,0,312.12,162.29,401.79,269.69,356.96,215.99
452,0,0,312.03,162.29,401.79,269.69,356.91,215.99
453,0,0,311.93,162.29,401.79,269.69,356.86,215.99
454,0,0,311.84,162.29,401.79,269.69,356.81,215.99
455,0,0,311.75,162.29,401.79,269.69,356.77,215.99
456,0,0,311.66,162.29,401.79,269.69,356.73,215.99
457,0,0,311.57,162.29,401.79,269.69,356.68,215.99
458,0,0,311.48,162.29,401.79,269.69,356.63,215.99
459,0,0,311.39,162.29,401.79,269.69,356.59,215.99
460,0,0,311.29,162.29,401.79,269.69,356.54,215.99
461,0,0,311.20,162.29,401.79,269.69,356.5,215.99
462,0,0,311.11,162.29,401.79,269.69,356.45,215.99
463,0,0,311.02,162.29,401.79,269.69,356.4,215.99
