frame,occluded,outside,xmin,ymin,xmax,ymax,obj_center_x,obj_center_y
122,0,0,263.00,119.75,391.09,226.41,327.04,173.08
123,0,0,283.51,121.09,411.31,227.75,347.41,174.42
124,0,0,287.02,121.45,414.54,228.11,350.78,174.78
125,0,0,290.54,121.82,417.76,228.48,354.15,175.15
126,0,0,289.96,122.18,416.90,228.85,353.43,175.51
127,0,0,288.60,121.76,419.59,228.42,354.1,175.09
128,0,0,277.38,121.42,406.54,228.08,341.96,174.75
129,0,0,266.15,121.08,393.48,227.74,329.81,174.41
130,0,0,254.93,120.74,380.43,227.40,317.68,174.07
131,0,0,243.70,120.40,367.38,227.06,305.54,173.73
132,0,0,225.59,121.71,350.50,227.35,288.05,174.53
133,0,0,215.66,123.01,341.80,227.64,278.73,175.32
134,0,0,225.85,125.01,350.83,228.62,288.34,176.81
135,0,0,236.04,127.01,359.86,229.61,297.95,178.31
136,0,0,246.23,129.01,368.89,230.59,307.56,179.8
137,0,0,256.42,131.02,377.92,231.58,317.17,181.3
138,0,0,266.61,133.02,386.95,232.56,326.78,182.79
139,0,0,287.70,134.47,406.88,233.00,347.29,183.74
140,0,0,304.13,134.65,423.31,233.18,363.72,183.92
141,0,0,320.57,134.84,439.74,233.36,380.15,184.1
142,0,0,337.00,135.02,456.18,233.54,396.59,184.28
143,0,0,353.43,135.20,472.61,233.73,413.02,184.46
144,0,0,360.79,133.11,479.96,231.64,420.38,182.38
145,0,0,329.01,137.20,448.19,235.72,388.6,186.46
146,0,0,315.76,137.04,431.31,235.57,373.53,186.31
147,0,0,302.50,136.89,414.44,235.42,358.47,186.15
148,0,0,276.33,137.08,390.08,235.61,333.2,186.35
149,0,0,250.16,137.27,365.71,235.80,307.94,186.54
150,0,0,223.98,137.46,341.35,235.99,282.67,186.73
151,0,0,197.81,137.65,316.99,236.18,257.4,186.92
152,0,0,173.76,136.58,292.94,235.11,233.35,185.85
153,0,0,160.61,137.33,279.78,235.85,220.19,186.59
154,0,0,157.67,137.85,276.84,236.37,217.25,187.11
155,0,0,157.60,137.91,276.78,236.44,217.19,187.18
156,0,0,160.87,138.88,280.04,237.41,220.46,188.14
157,0,0,174.35,138.49,293.52,237.02,233.94,187.75
158,0,0,187.83,138.10,307.00,236.63,247.42,187.37
159,0,0,197.13,138.10,316.31,236.63,256.72,187.37
160,0,0,206.44,138.10,325.61,236.63,266.02,187.37
161,0,0,222.02,138.26,340.52,235.42,281.27,186.84
162,0,0,237.60,138.41,355.42,234.21,296.51,186.31
163,0,0,248.56,138.94,365.71,233.38,307.13,186.16
164,0,0,259.52,139.47,376.00,232.54,317.76,186.0
165,0,0,270.49,140.00,386.29,231.71,328.39,185.86
166,0,0,275.40,119.95,390.53,210.30,332.96,165.12
167,0,0,282.21,99.97,397.34,199.40,339.77,149.69
168,0,0,283.42,87.60,398.55,184.27,340.99,135.94
169,0,0,284.63,67.68,399.76,169.13,342.19,118.41
170,0,0,285.84,47.76,400.97,154.00,343.4,100.88
171,0,0,282.70,26.88,400.97,133.12,341.84,80.0
172,0,0,280.82,14.52,400.75,124.36,340.78,69.44
173,0,0,278.93,2.15,400.52,115.60,339.73,58.87
174,1,0,257.30,0.00,380.54,100.00,318.92,50.0
175,0,0,242.77,0.00,366.02,85.02,304.39,42.51
176,1,0,238.69,0.00,361.93,71.40,300.31,35.7
177,1,0,237.32,0.00,360.57,60.05,298.94,30.02
178,1,0,237.32,0.00,360.57,38.26,298.94,19.13
179,1,0,245.50,0.00,368.74,26.91,307.12,13.46
180,1,1,245.50,0.00,368.74,26.91,307.12,13.46
225,1,0,255.20,0.00,363.22,26.60,309.21,13.3
226,1,1,255.20,0.00,363.22,26.60,309.21,13.3
226,1,0,255.20,0.00,363.22,26.60,309.21,13.3
227,1,1,255.20,0.00,363.22,26.60,309.21,13.3
227,1,0,255.20,0.00,363.22,26.60,309.21,13.3
228,1,1,255.20,0.00,363.22,26.60,309.21,13.3
228,1,0,255.20,0.00,363.22,26.60,309.21,13.3
229,1,1,255.20,0.00,363.22,26.60,309.21,13.3
229,1,0,255.20,0.00,363.22,26.60,309.21,13.3
230,1,1,255.20,0.00,363.22,26.60,309.21,13.3
230,1,0,255.20,0.00,363.22,26.60,309.21,13.3
231,1,1,255.20,0.00,363.22,26.60,309.21,13.3
231,1,0,255.20,0.00,363.22,26.60,309.21,13.3
232,1,1,255.20,0.00,363.22,26.60,309.21,13.3
232,1,0,255.20,0.00,363.22,26.60,309.21,13.3
233,1,1,255.20,0.00,363.22,26.60,309.21,13.3
233,1,0,255.20,0.00,363.22,26.60,309.21,13.3
234,1,1,255.20,0.00,363.22,26.60,309.21,13.3
234,1,0,255.20,0.00,363.22,26.60,309.21,13.3
235,1,1,255.20,0.00,363.22,26.60,309.21,13.3
235,1,0,255.20,0.00,363.22,26.60,309.21,13.3
236,1,1,255.20,0.00,363.22,26.60,309.21,13.3
236,1,0,255.20,0.00,363.22,26.60,309.21,13.3
237,1,1,255.20,0.00,363.22,26.60,309.21,13.3
237,1,0,255.20,0.00,363.22,26.60,309.21,13.3
238,1,1,255.20,0.00,363.22,26.60,309.21,13.3
238,1,0,255.20,0.00,363.22,26.60,309.21,13.3
239,1,1,255.20,0.00,363.22,26.60,309.21,13.3
239,1,0,255.20,0.00,363.22,26.60,309.21,13.3
240,1,1,255.20,0.00,363.22,26.60,309.21,13.3
240,1,0,255.20,0.00,363.22,26.60,309.21,13.3
241,1,1,255.20,0.00,363.22,26.60,309.21,13.3
241,1,0,255.20,0.00,363.22,26.60,309.21,13.3
242,1,1,255.20,0.00,363.22,26.60,309.21,13.3
242,1,0,255.20,0.00,363.22,26.60,309.21,13.3
243,1,1,255.20,0.00,363.22,26.60,309.21,13.3
243,1,0,255.20,0.00,363.22,26.60,309.21,13.3
244,1,1,255.20,0.00,363.22,26.60,309.21,13.3
244,1,0,255.20,0.00,363.22,26.60,309.21,13.3
245,1,1,255.20,0.00,363.22,26.60,309.21,13.3
245,1,0,255.20,0.00,363.22,26.60,309.21,13.3
246,1,1,255.20,0.00,363.22,26.60,309.21,13.3
246,1,0,255.20,0.00,363.22,26.60,309.21,13.3
247,1,1,255.20,0.00,363.22,26.60,309.21,13.3
247,1,0,255.20,0.00,363.22,26.60,309.21,13.3
248,1,1,255.20,0.00,363.22,26.60,309.21,13.3
248,1,0,255.20,0.00,363.22,26.60,309.21,13.3
249,1,1,255.20,0.00,363.22,26.60,309.21,13.3
249,1,0,255.20,0.00,363.22,26.60,309.21,13.3
250,1,1,255.20,0.00,363.22,26.60,309.21,13.3
250,1,0,255.20,0.00,363.22,26.60,309.21,13.3
251,1,1,255.20,0.00,363.22,26.60,309.21,13.3
251,1,0,255.20,0.00,363.22,26.60,309.21,13.3
252,1,1,255.20,0.00,363.22,26.60,309.21,13.3
252,1,0,255.20,0.00,363.22,26.60,309.21,13.3
253,1,1,255.20,0.00,363.22,26.60,309.21,13.3
253,1,0,255.20,0.00,363.22,26.60,309.21,13.3
254,1,1,255.20,0.00,363.22,26.60,309.21,13.3
254,1,0,255.20,0.00,363.22,26.60,309.21,13.3
255,1,1,255.20,0.00,363.22,26.60,309.21,13.3
255,1,0,255.20,0.00,363.22,26.60,309.21,13.3
256,1,1,255.20,0.00,363.22,26.60,309.21,13.3
256,1,0,255.20,0.00,363.22,26.60,309.21,13.3
257,1,1,255.20,0.00,363.22,26.60,309.21,13.3
257,1,0,255.20,0.00,363.22,26.60,309.21,13.3
258,1,1,255.20,0.00,363.22,26.60,309.21,13.3
258,1,0,255.20,0.00,363.22,26.60,309.21,13.3
259,1,1,255.20,0.00,363.22,26.60,309.21,13.3
259,1,0,255.20,0.00,363.22,26.60,309.21,13.3
260,1,1,255.20,0.00,363.22,26.60,309.21,13.3
260,1,0,255.20,0.00,363.22,26.60,309.21,13.3
261,1,1,255.20,0.00,363.22,26.60,309.21,13.3
261,1,0,255.20,0.00,363.22,26.60,309.21,13.3
262,1,1,255.20,0.00,363.22,26.60,309.21,13.3
262,1,0,255.20,0.00,363.22,26.60,309.21,13.3
263,1,1,255.20,0.00,363.22,26.60,309.21,13.3
263,1,0,255.20,0.00,363.22,26.60,309.21,13.3
264,1,1,255.20,0.00,363.22,26.60,309.21,13.3
264,1,0,255.20,0.00,363.22,26.60,309.21,13.3
265,1,1,255.20,0.00,363.22,26.60,309.21,13.3
265,1,0,255.20,0.00,363.22,26.60,309.21,13.3
266,1,1,255.20,0.00,363.22,26.60,309.21,13.3
266,1,0,255.20,0.00,363.22,26.60,309.21,13.3
267,1,1,255.20,0.00,363.22,26.60,309.21,13.3
267,1,0,255.20,0.00,363.22,26.60,309.21,13.3
268,1,1,255.20,0.00,363.22,26.60,309.21,13.3
268,1,0,255.20,0.00,363.22,26.60,309.21,13.3
269,1,1,255.20,0.00,363.22,26.60,309.21,13.3
269,1,0,255.20,0.00,363.22,26.60,309.21,13.3
270,1,1,255.20,0.00,363.22,26.60,309.21,13.3
270,1,0,255.20,0.00,363.22,26.60,309.21,13.3
271,1,1,255.20,0.00,363.22,26.60,309.21,13.3
271,1,0,255.20,0.00,363.22,26.60,309.21,13.3
272,1,1,255.20,0.00,363.22,26.60,309.21,13.3
272,1,0,255.20,0.00,363.22,26.60,309.21,13.3
273,1,1,255.20,0.00,363.22,26.60,309.21,13.3
273,1,0,255.20,0.00,363.22,26.60,309.21,13.3
274,1,1,255.20,0.00,363.22,26.60,309.21,13.3
274,1,0,255.20,0.00,363.22,26.60,309.21,13.3
275,1,1,255.20,0.00,363.22,26.60,309.21,13.3
275,1,0,255.20,0.00,363.22,26.60,309.21,13.3
276,1,1,255.20,0.00,363.22,26.60,309.21,13.3
276,1,0,255.20,0.00,363.22,26.60,309.21,13.3
277,1,1,255.20,0.00,363.22,26.60,309.21,13.3
277,1,0,255.20,0.00,363.22,26.60,309.21,13.3
278,1,1,255.20,0.00,363.22,26.60,309.21,13.3
278,1,0,255.20,0.00,363.22,26.60,309.21,13.3
279,1,1,255.20,0.00,363.22,26.60,309.21,13.3
279,1,0,255.20,0.00,363.22,26.60,309.21,13.3
280,1,1,255.20,0.00,363.22,26.60,309.21,13.3
280,1,0,255.20,0.00,363.22,26.60,309.21,13.3
281,1,1,255.20,0.00,363.22,26.60,309.21,13.3
281,1,0,255.20,0.00,363.22,26.60,309.21,13.3
282,1,1,255.20,0.00,363.22,26.60,309.21,13.3
282,1,0,255.20,0.00,363.22,26.60,309.21,13.3
283,1,1,255.20,0.00,363.22,26.60,309.21,13.3
283,1,0,255.20,0.00,363.22,26.60,309.21,13.3
284,1,1,255.20,0.00,363.22,26.60,309.21,13.3
284,1,0,255.20,0.00,363.22,26.60,309.21,13.3
285,1,1,255.20,0.00,363.22,26.60,309.21,13.3
285,1,0,255.20,0.00,363.22,26.60,309.21,13.3
286,1,1,255.20,0.00,363.22,26.60,309.21,13.3
286,1,0,255.20,0.00,363.22,26.60,309.21,13.3
287,1,1,255.20,0.00,363.22,26.60,309.21,13.3
287,1,0,255.20,0.00,363.22,26.60,309.21,13.3
288,1,1,255.20,0.00,363.22,26.60,309.21,13.3
288,1,0,255.20,0.00,363.22,26.60,309.21,13.3
289,1,1,255.20,0.00,363.22,26.60,309.21,13.3
289,1,0,255.20,0.00,363.22,26.60,309.21,13.3
290,1,1,255.20,0.00,363.22,26.60,309.21,13.3
290,1,0,255.20,0.00,363.22,26.60,309.21,13.3
291,1,1,255.20,0.00,363.22,26.60,309.21,13.3
291,1,0,255.20,0.00,363.22,26.60,309.21,13.3
292,1,1,255.20,0.00,363.22,26.60,309.21,13.3
292,1,0,255.20,0.00,363.22,26.60,309.21,13.3
293,1,1,255.20,0.00,363.22,26.60,309.21,13.3
293,1,0,255.20,0.00,363.22,26.60,309.21,13.3
294,1,1,255.20,0.00,363.22,26.60,309.21,13.3
294,1,0,255.20,0.00,363.22,26.60,309.21,13.3
295,1,1,255.20,0.00,363.22,26.60,309.21,13.3
295,1,0,255.20,0.00,363.22,26.60,309.21,13.3
296,1,1,255.20,0.00,363.22,26.60,309.21,13.3
296,1,0,255.20,0.00,363.22,26.60,309.21,13.3
297,1,1,255.20,0.00,363.22,26.60,309.21,13.3
297,1,0,255.20,0.00,363.22,26.60,309.21,13.3
298,1,1,255.20,0.00,363.22,26.60,309.21,13.3
298,1,0,208.90,0.45,288.32,26.60,248.61,13.53
299,1,1,208.90,0.45,288.32,26.60,248.61,13.53
299,1,0,255.20,0.00,363.22,26.60,309.21,13.3
300,1,1,255.20,0.00,363.22,26.60,309.21,13.3
300,1,0,255.20,0.00,363.22,26.60,309.21,13.3
301,1,1,255.20,0.00,363.22,26.60,309.21,13.3
301,1,0,223.00,0.45,306.93,29.30,264.97,14.88
302,1,1,223.00,0.45,306.93,29.30,264.97,14.88
302,1,0,255.20,0.00,363.22,26.60,309.21,13.3
303,1,1,255.20,0.00,363.22,26.60,309.21,13.3
303,1,0,255.20,0.00,363.22,26.60,309.21,13.3
304,1,1,255.20,0.00,363.22,26.60,309.21,13.3
304,1,0,255.20,0.00,363.22,26.60,309.21,13.3
305,1,1,255.20,0.00,363.22,26.60,309.21,13.3
305,1,0,255.20,0.00,363.22,26.60,309.21,13.3
306,1,1,255.20,0.00,363.22,26.60,309.21,13.3
306,1,0,255.20,0.00,363.22,26.60,309.21,13.3
307,1,1,255.20,0.00,363.22,26.60,309.21,13.3
307,1,0,255.20,0.00,363.22,26.60,309.21,13.3
308,1,1,255.20,0.00,363.22,26.60,309.21,13.3
308,1,0,255.20,0.00,363.22,26.60,309.21,13.3
309,1,1,255.20,0.00,363.22,26.60,309.21,13.3
309,1,0,255.20,0.00,363.22,26.60,309.21,13.3
310,1,1,255.20,0.00,363.22,26.60,309.21,13.3
310,1,0,255.20,0.00,363.22,26.60,309.21,13.3
311,1,1,255.20,0.00,363.22,26.60,309.21,13.3
311,1,0,255.20,0.00,363.22,26.60,309.21,13.3
312,1,1,255.20,0.00,363.22,26.60,309.21,13.3
312,1,0,255.20,0.00,363.22,26.60,309.21,13.3
313,1,1,255.20,0.00,363.22,26.60,309.21,13.3
313,1,0,255.20,0.00,363.22,26.60,309.21,13.3
314,1,1,255.20,0.00,363.22,26.60,309.21,13.3
314,1,0,255.20,0.00,363.22,26.60,309.21,13.3
315,1,1,255.20,0.00,363.22,26.60,309.21,13.3
315,1,0,255.20,0.00,363.22,26.60,309.21,13.3
316,1,1,255.20,0.00,363.22,26.60,309.21,13.3
316,1,0,255.20,0.00,363.22,26.60,309.21,13.3
317,1,1,255.20,0.00,363.22,26.60,309.21,13.3
317,1,0,255.20,0.00,363.22,26.60,309.21,13.3
318,1,1,255.20,0.00,363.22,26.60,309.21,13.3
318,1,0,255.20,0.00,363.22,26.60,309.21,13.3
319,1,1,255.20,0.00,363.22,26.60,309.21,13.3
319,1,0,255.20,0.00,363.22,26.60,309.21,13.3
320,1,1,255.20,0.00,363.22,26.60,309.21,13.3
320,1,0,255.20,0.00,363.22,26.60,309.21,13.3
321,1,1,255.20,0.00,363.22,26.60,309.21,13.3
321,1,0,255.20,0.00,363.22,26.60,309.21,13.3
322,1,1,255.20,0.00,363.22,26.60,309.21,13.3
322,1,0,255.20,0.00,363.22,26.60,309.21,13.3
323,1,1,255.20,0.00,363.22,26.60,309.21,13.3
323,1,0,255.20,0.00,363.22,26.60,309.21,13.3
324,1,1,255.20,0.00,363.22,26.60,309.21,13.3
324,1,0,255.20,0.00,363.22,26.60,309.21,13.3
325,1,1,255.20,0.00,363.22,26.60,309.21,13.3
325,1,0,255.20,0.00,363.22,26.60,309.21,13.3
326,1,1,255.20,0.00,363.22,26.60,309.21,13.3
326,1,0,255.20,0.00,363.22,26.60,309.21,13.3
327,1,1,255.20,0.00,363.22,26.60,309.21,13.3
327,1,0,255.20,0.00,363.22,26.60,309.21,13.3
328,1,1,255.20,0.00,363.22,26.60,309.21,13.3
328,1,0,255.20,0.00,363.22,26.60,309.21,13.3
329,1,1,255.20,0.00,363.22,26.60,309.21,13.3
329,1,0,255.20,0.00,363.22,26.60,309.21,13.3
330,1,1,255.20,0.00,363.22,26.60,309.21,13.3
330,1,0,255.20,0.00,363.22,26.60,309.21,13.3
331,1,1,255.20,0.00,363.22,26.60,309.21,13.3
331,1,0,255.20,0.00,363.22,26.60,309.21,13.3
332,1,1,255.20,0.00,363.22,26.60,309.21,13.3
332,1,0,255.20,0.00,363.22,26.60,309.21,13.3
333,1,1,255.20,0.00,363.22,26.60,309.21,13.3
333,1,0,255.20,0.00,363.22,26.60,309.21,13.3
334,1,1,255.20,0.00,363.22,26.60,309.21,13.3
334,1,0,255.20,0.00,363.22,26.60,309.21,13.3
335,1,1,255.20,0.00,363.22,26.60,309.21,13.3
335,1,0,255.20,0.00,363.22,26.60,309.21,13.3
336,1,1,255.20,0.00,363.22,26.60,309.21,13.3
336,1,0,255.20,0.00,363.22,26.60,309.21,13.3
337,1,1,255.20,0.00,363.22,26.60,309.21,13.3
337,1,0,255.20,0.00,363.22,26.60,309.21,13.3
338,1,1,255.20,0.00,363.22,26.60,309.21,13.3
338,1,0,255.20,0.00,363.22,26.60,309.21,13.3
339,1,1,255.20,0.00,363.22,26.60,309.21,13.3
339,1,0,255.20,0.00,363.22,26.60,309.21,13.3
340,1,1,255.20,0.00,363.22,26.60,309.21,13.3
340,1,0,255.20,0.00,363.22,26.60,309.21,13.3
341,1,1,255.20,0.00,363.22,26.60,309.21,13.3
341,1,0,255.20,0.00,363.22,26.60,309.21,13.3
342,1,1,255.20,0.00,363.22,26.60,309.21,13.3
342,1,0,255.20,0.00,363.22,26.60,309.21,13.3
343,1,1,255.20,0.00,363.22,26.60,309.21,13.3
343,1,0,255.20,0.00,363.22,26.60,309.21,13.3
344,1,1,255.20,0.00,363.22,26.60,309.21,13.3
344,1,0,255.20,0.00,363.22,26.60,309.21,13.3
345,1,1,255.20,0.00,363.22,26.60,309.21,13.3
345,1,0,255.20,0.00,363.22,26.60,309.21,13.3
346,1,1,255.20,0.00,363.22,26.60,309.21,13.3
346,1,0,255.20,0.00,363.22,26.60,309.21,13.3
347,1,1,255.20,0.00,363.22,26.60,309.21,13.3
347,1,0,255.20,0.00,363.22,26.60,309.21,13.3
348,1,1,255.20,0.00,363.22,26.60,309.21,13.3
348,1,0,255.20,0.00,363.22,26.60,309.21,13.3
349,1,1,255.20,0.00,363.22,26.60,309.21,13.3
