Frame,FPS,Distance_x,Distance_y,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,Prop_roi(%),Time,Roi_time,In_roi,Tracking_success,Refound_tracking,camera_pan,camera_tilt,object_pan1,object_tilt1,object_tilt2,object_pan2,img_center_x,img_center_y
26,15.84,-12,-7,268.0,131.0,397,244,56.54,2.63,1.48,True,True,0,513,241,490,193,840,498,320,180
27,15.75,-12,-7,268.0,131.0,397,244,57.59,2.73,1.56,True,True,0,513,241,490,193,840,498,320,180
28,16.97,-12,-7,268.0,131.0,397,244,58.52,2.82,1.64,True,True,0,513,241,490,193,840,498,320,180
29,16.75,-12,-7,268.0,131.0,397,244,59.45,2.91,1.72,True,True,0,513,241,490,193,840,498,320,180
30,16.53,-12,-7,268.0,131.0,397,244,60.33,3.0,1.8,True,True,0,513,241,490,193,840,498,320,180
31,16.34,-12,-7,268.0,131.0,397,244,61.22,3.09,1.88,True,True,0,513,241,490,193,840,498,320,180
32,17.66,-12,-7,268.0,131.0,397,244,61.9,3.18,1.96,True,True,0,513,241,491,193,839,495,320,180
33,15.71,-12,-7,268.0,131.0,397,244,62.68,3.28,2.05,True,True,0,513,241,513,193,840,471,320,180
34,15.08,-12,-7,268.0,131.0,397,244,63.47,3.38,2.14,True,True,0,513,241,533,193,840,452,320,180
35,15.94,-12,-7,268.0,131.0,397,244,64.18,3.47,2.22,True,True,0,513,241,552,193,840,432,320,180
36,16.3,-12,-7,268.0,131.0,397,244,64.85,3.57,2.3,True,True,0,513,241,573,193,840,413,320,180
37,15.99,-12,-7,268.0,131.0,397,244,65.45,3.66,2.39,True,True,0,513,241,593,193,840,394,320,180
38,16.27,6,-7,250.0,131.0,379,244,66.01,3.75,2.47,True,True,0,513,241,610,193,840,372,320,180
39,16.37,30,-6,226.0,130.0,355,243,66.54,3.85,2.55,True,True,0,513,241,630,193,840,350,320,180
40,16.99,40,-6,216.0,130.0,345,243,64.97,3.94,2.55,False,True,0,513,241,650,193,841,329,320,180
41,15.97,60,-5,196.0,129.0,325,242,63.42,4.04,2.55,False,True,0,515,241,669,193,840,309,320,180
42,18.96,76,-6,180.0,130.0,309,243,62.1,4.13,2.55,False,True,0,518,241,686,193,840,305,320,180
43,16.13,93,-6,163.0,130.0,292,243,60.68,4.22,2.55,False,True,0,522,241,686,193,840,305,320,180
44,16.32,111,-4,145.0,128.0,274,241,59.36,4.32,2.55,False,True,0,525,241,686,193,840,305,320,180
45,18.27,127,-3,129.0,127.0,258,240,58.17,4.4,2.55,False,True,0,530,241,686,193,840,305,320,180
46,16.4,131,-1,125.0,125.0,254,238,56.93,4.5,2.55,False,True,0,536,241,686,193,840,305,320,180
47,15.76,136,-1,120.0,125.0,249,238,55.71,4.6,2.55,False,True,0,542,241,686,193,840,305,320,180
48,15.21,113,1,143.0,123.0,272,236,54.55,4.7,2.55,False,True,0,546,241,686,193,840,305,320,180
49,16.13,106,-1,150.0,125.0,279,238,53.43,4.79,2.55,False,True,0,551,241,686,193,840,305,320,180
50,16.71,89,0,167.0,124.0,296,237,52.39,4.89,2.55,False,True,0,556,241,686,193,840,305,320,180
51,16.96,65,-1,191.0,125.0,320,238,51.42,4.98,2.55,False,True,0,559,242,686,193,840,305,320,180
52,13.62,41,0,215.0,124.0,344,237,50.32,5.09,2.55,False,True,0,563,241,686,193,840,305,320,180
53,16.59,23,-1,233.0,125.0,362,238,49.39,5.18,2.55,True,True,0,565,241,686,193,840,305,320,180
54,15.64,8,-1,248.0,125.0,377,238,48.47,5.28,2.55,True,True,0,565,241,686,193,840,305,320,180
55,14.69,-11,-1,267.0,125.0,396,238,47.52,5.39,2.55,True,True,0,565,241,686,193,840,305,320,180
56,14.08,-25,-1,281.0,125.0,410,238,46.57,5.5,2.55,True,True,0,565,241,686,193,840,305,320,180
57,13.63,-36,-1,292.0,125.0,421,238,52.07,5.62,2.92,False,True,0,565,241,686,193,840,305,320,180
58,15.04,-47,-1,303.0,125.0,432,238,51.1,5.72,2.92,False,True,0,561,241,686,193,840,305,320,180
59,15.09,-48,-1,304.0,125.0,433,238,50.16,5.83,2.92,False,True,0,558,241,686,193,840,305,320,180
60,14.1,-47,-1,303.0,125.0,432,238,49.21,5.94,2.92,False,True,0,554,241,686,193,840,305,320,180
61,14.83,-48,-1,304.0,125.0,433,238,48.33,6.05,2.92,False,True,0,549,241,686,193,840,305,320,180
62,13.62,-47,-1,303.0,125.0,432,238,47.43,6.16,2.92,False,True,0,546,241,682,193,840,310,320,180
63,14.37,-26,-1,282.0,125.0,411,238,46.61,6.27,2.92,True,True,0,542,241,653,193,840,340,320,180
64,15.25,-9,-2,265.0,126.0,394,239,45.82,6.38,2.92,True,True,0,542,241,631,193,840,363,320,180
65,13.84,0,-2,256.0,126.0,385,239,45.03,6.49,2.92,True,True,0,542,241,608,193,840,386,320,180
66,13.88,18,-1,238.0,125.0,367,238,44.26,6.6,2.92,True,True,0,542,241,584,193,840,411,320,180
67,14.77,32,-1,224.0,125.0,353,238,49.01,6.71,3.28,False,True,0,542,241,564,193,840,431,320,180
68,14.49,12,-4,244.0,128.0,373,241,48.22,6.82,3.28,True,True,0,545,241,542,193,840,454,320,180
69,15.38,1,-6,255.0,130.0,384,243,47.49,6.93,3.28,True,True,0,545,241,520,193,840,475,320,180
70,15.0,-18,-6,274.0,130.0,403,243,46.77,7.03,3.28,True,True,0,545,241,498,193,840,497,320,180
71,14.61,-34,-9,290.0,133.0,419,246,49.56,7.14,3.53,False,True,0,545,241,486,193,840,498,320,180
72,15.8,-58,-10,314.0,134.0,443,247,48.87,7.24,3.53,False,True,0,541,241,487,193,840,498,320,180
73,15.8,-82,-10,338.0,134.0,467,247,48.23,7.33,3.53,False,True,0,537,241,487,193,840,498,320,180
74,15.27,-106,-10,362.0,134.0,491,247,47.59,7.43,3.53,False,True,0,530,241,487,193,840,498,320,180
75,15.26,-128,-10,384.0,134.0,513,247,46.97,7.53,3.53,False,True,0,521,241,487,193,840,498,320,180
76,17.29,-130,-7,386.0,131.0,515,244,46.41,7.62,3.53,False,True,0,512,241,487,193,840,498,320,180
77,16.07,-117,-9,373.0,133.0,502,246,45.84,7.72,3.53,False,True,0,503,241,487,192,840,498,320,180
78,16.48,-104,-9,360.0,133.0,489,246,45.28,7.81,3.53,False,True,0,496,241,487,193,840,498,320,180
79,15.96,-80,-9,336.0,133.0,465,246,44.73,7.91,3.53,False,True,0,488,241,487,193,840,498,320,180
80,17.83,-56,-9,312.0,133.0,441,246,44.24,7.99,3.53,False,True,0,482,241,487,193,840,498,320,180
81,17.45,-32,-8,288.0,132.0,417,245,43.76,8.08,3.53,False,True,0,479,241,487,193,840,498,320,180
82,15.87,-8,-2,264.0,126.0,393,239,43.25,8.18,3.53,True,True,0,475,241,487,193,840,498,320,180
83,16.19,16,-1,240.0,125.0,369,238,42.77,8.27,3.53,True,True,0,475,241,487,193,840,498,320,180
84,16.58,40,-3,216.0,127.0,345,240,44.34,8.36,3.7,False,True,0,475,241,487,193,840,498,320,180
85,18.11,64,-2,192.0,126.0,321,239,43.89,8.45,3.7,False,True,0,478,241,487,193,840,498,320,180
86,17.2,75,-2,181.0,126.0,310,239,43.42,8.54,3.7,False,True,0,480,241,487,193,840,498,320,180
87,15.01,92,-3,164.0,127.0,293,240,42.89,8.65,3.7,False,True,0,484,241,487,193,840,498,320,180
88,16.38,90,-2,166.0,126.0,295,239,42.42,8.74,3.7,False,True,0,488,241,487,193,840,498,320,180
89,16.73,92,-6,164.0,130.0,293,243,41.98,8.83,3.7,False,True,0,492,241,487,193,840,498,320,180
90,17.55,80,-3,176.0,127.0,305,240,41.56,8.92,3.7,False,True,0,494,241,487,193,840,498,320,180
91,16.85,68,-3,188.0,127.0,317,240,41.13,9.01,3.7,False,True,0,497,241,487,193,840,498,320,180
92,17.03,59,-3,197.0,127.0,326,240,40.71,9.11,3.7,False,True,0,500,241,487,193,840,498,320,180
93,16.57,40,-3,216.0,127.0,345,240,40.3,9.2,3.7,False,True,0,502,241,490,193,840,497,320,180
94,17.05,23,-3,233.0,127.0,362,240,39.9,9.29,3.7,True,True,0,504,241,512,193,840,474,320,180
95,17.28,18,-2,238.0,126.0,367,239,39.51,9.38,3.7,True,True,0,504,241,530,193,840,457,320,180
96,16.8,7,-3,249.0,127.0,378,240,39.12,9.48,3.7,True,True,0,504,241,548,193,840,437,320,180
97,18.13,-5,-3,261.0,127.0,390,240,38.76,9.57,3.7,True,True,0,504,241,566,193,840,421,320,180
98,16.78,-11,-3,267.0,127.0,396,240,38.39,9.66,3.7,True,True,0,504,241,586,193,840,400,320,180
99,16.38,-3,-4,259.0,128.0,388,241,38.01,9.76,3.7,True,True,0,504,241,605,193,840,379,320,180
100,17.07,18,-2,238.0,126.0,367,239,37.65,9.85,3.7,True,True,0,504,241,624,193,840,357,320,180
101,16.32,32,-1,224.0,125.0,353,238,43.02,9.94,4.27,False,True,0,504,241,645,193,840,335,320,180
102,16.32,50,0,206.0,124.0,335,237,42.6,10.04,4.27,False,True,0,506,241,666,193,840,313,320,180
103,17.83,70,1,186.0,123.0,315,236,42.22,10.13,4.27,False,True,0,508,241,684,193,840,305,320,180
104,17.81,83,3,173.0,121.0,302,234,41.84,10.22,4.27,False,True,0,512,241,686,193,840,305,320,180
105,15.62,99,3,157.0,121.0,286,234,41.45,10.32,4.27,False,True,0,514,241,686,193,840,305,320,180
106,15.97,116,8,140.0,116.0,269,229,41.06,10.42,4.27,False,True,0,518,241,686,193,840,305,320,180
107,17.22,122,10,134.0,114.0,263,227,40.69,10.51,4.27,False,True,0,522,241,686,193,840,305,320,180
108,15.62,128,15,128.0,109.0,257,222,40.31,10.61,4.27,False,True,0,528,241,686,193,840,305,320,180
109,16.25,122,15,134.0,109.0,263,222,39.95,10.71,4.27,False,True,0,534,241,686,193,840,305,320,180
110,15.34,104,12,152.0,112.0,281,225,39.56,10.81,4.27,False,True,0,540,241,686,193,840,305,320,180
111,14.98,86,11,170.0,113.0,299,226,39.18,10.92,4.27,False,True,0,545,241,686,193,840,305,320,180
112,14.52,74,11,182.0,113.0,311,226,38.79,11.03,4.27,False,True,0,548,241,686,193,840,305,320,180
113,14.68,57,13,199.0,111.0,328,224,38.39,11.14,4.27,False,True,0,552,241,686,193,840,305,320,180
114,14.59,33,12,223.0,112.0,352,225,38.01,11.25,4.27,False,True,0,554,241,686,193,840,305,320,180
115,14.3,9,13,247.0,111.0,376,224,37.64,11.37,4.27,True,True,0,557,241,686,193,840,305,320,180
116,14.29,-12,10,268.0,114.0,397,227,37.27,11.48,4.27,True,True,0,557,241,686,193,840,305,320,180
117,14.52,-22,13,278.0,111.0,407,224,36.91,11.59,4.27,True,True,0,557,241,686,193,840,305,320,180
118,13.93,-34,13,290.0,111.0,419,224,38.88,11.7,4.54,False,True,0,557,241,686,193,840,305,320,180
119,15.11,-46,13,302.0,111.0,431,224,38.53,11.81,4.54,False,True,0,554,241,686,193,840,305,320,180
120,15.13,-51,14,307.0,110.0,436,223,38.17,11.92,4.54,False,True,0,550,241,686,193,840,305,320,180
121,14.59,-51,14,307.0,110.0,436,223,37.81,12.03,4.54,False,True,0,546,241,686,193,840,305,320,180
122,15.3,-51,14,307.0,110.0,436,223,37.48,12.14,4.54,False,True,0,541,241,683,193,840,309,320,180
123,14.17,-48,14,304.0,110.0,433,223,37.14,12.25,4.54,False,True,0,536,241,655,193,840,337,320,180
124,15.57,-34,14,290.0,110.0,419,223,36.83,12.36,4.54,False,True,0,535,241,633,193,840,360,320,180
125,14.95,-23,13,279.0,111.0,408,224,36.51,12.46,4.54,True,True,0,530,241,611,193,840,383,320,180
126,14.43,-12,13,268.0,111.0,397,224,36.2,12.56,4.54,True,True,0,530,241,590,193,840,406,320,180
127,16.15,10,14,246.0,110.0,375,223,35.93,12.66,4.54,True,True,0,530,241,570,193,840,426,320,180
128,16.76,-1,8,257.0,116.0,386,229,35.67,12.75,4.54,True,True,0,530,241,552,193,840,445,320,180
129,16.23,-3,8,259.0,116.0,388,229,35.4,12.85,4.54,True,True,0,530,241,534,193,840,464,320,180
130,16.28,-6,4,262.0,120.0,391,233,35.15,12.94,4.54,True,True,0,530,241,514,193,840,482,320,180
131,15.83,-21,3,277.0,121.0,406,234,34.89,13.03,4.54,True,True,0,530,241,496,193,840,498,320,180
132,17.23,-39,1,295.0,123.0,424,236,39.21,13.12,5.14,False,True,0,530,242,486,193,840,498,320,180
133,17.0,-55,1,311.0,123.0,440,236,38.95,13.21,5.14,False,True,0,525,241,487,193,840,498,320,180
134,17.61,-71,0,327.0,124.0,456,237,38.69,13.3,5.14,False,True,0,520,241,487,193,840,498,320,180
135,16.34,-90,1,346.0,123.0,475,236,38.42,13.39,5.14,False,True,0,513,241,487,193,840,498,320,180
136,16.84,-106,2,362.0,122.0,491,235,38.17,13.48,5.14,False,True,0,508,241,487,193,840,498,320,180
137,16.41,-115,2,371.0,122.0,500,235,37.91,13.58,5.14,False,True,0,500,241,487,193,840,498,320,180
138,16.35,-91,2,347.0,122.0,476,235,37.65,13.67,5.14,False,True,0,493,241,487,193,840,498,320,180
139,17.9,-84,-1,340.0,125.0,469,238,37.41,13.75,5.14,False,True,0,489,241,487,193,840,498,320,180
140,17.37,-60,0,316.0,124.0,445,237,37.18,13.84,5.14,False,True,0,483,241,487,193,840,498,320,180
141,17.18,-36,-1,292.0,125.0,421,238,36.94,13.93,5.14,False,True,0,479,241,487,193,840,498,320,180
142,16.68,-12,-2,268.0,126.0,397,239,36.7,14.02,5.14,True,True,0,475,241,487,193,840,498,320,180
143,16.03,12,-2,244.0,126.0,373,239,36.46,14.12,5.14,True,True,0,475,241,487,193,840,498,320,180
144,15.38,36,2,220.0,122.0,349,235,37.4,14.22,5.31,False,True,0,475,241,487,193,840,498,320,180
145,15.72,56,0,200.0,124.0,329,237,37.15,14.31,5.31,False,True,0,478,241,487,193,840,498,320,180
146,14.9,72,-2,184.0,126.0,313,239,36.89,14.41,5.31,False,True,0,480,241,487,193,840,498,320,180
147,15.83,89,-2,167.0,126.0,296,239,36.65,14.5,5.31,False,True,0,484,241,487,193,840,498,320,180
148,15.9,91,-2,165.0,126.0,294,239,36.42,14.6,5.31,False,True,0,488,241,487,193,840,498,320,180
149,16.11,91,-2,165.0,126.0,294,239,36.18,14.7,5.31,False,True,0,492,241,487,193,840,498,320,180
150,16.47,80,-3,176.0,127.0,305,240,35.95,14.79,5.31,False,True,0,494,241,487,193,840,498,320,180
151,17.18,69,-3,187.0,127.0,316,240,35.73,14.88,5.31,False,True,0,497,241,487,193,840,498,320,180
152,16.71,60,-6,196.0,130.0,325,243,35.51,14.97,5.31,False,True,0,500,241,487,193,840,498,320,180
153,16.34,41,-3,215.0,127.0,344,240,35.27,15.07,5.31,False,True,0,502,241,487,193,840,498,320,180
154,15.79,23,-2,233.0,126.0,362,239,35.05,15.17,5.31,True,True,0,504,241,487,194,836,495,320,180
155,15.96,19,-2,237.0,126.0,366,239,34.82,15.27,5.31,True,True,0,504,241,487,218,811,471,320,180
156,17.21,6,-2,250.0,126.0,379,239,34.61,15.36,5.31,True,True,0,504,241,487,239,791,454,320,180
157,16.5,-5,-3,261.0,127.0,390,240,34.4,15.45,5.31,True,True,0,504,241,487,259,771,434,320,180
158,16.97,-13,-2,269.0,126.0,398,239,34.2,15.55,5.31,True,True,0,504,241,487,279,751,421,320,180
159,16.62,-18,0,274.0,124.0,403,237,33.99,15.64,5.31,True,True,0,504,241,487,301,731,420,320,180
160,16.85,-17,20,273.0,104.0,402,217,33.79,15.74,5.31,True,True,0,504,241,487,322,710,420,320,180
161,15.55,-17,36,273.0,88.0,402,201,37.3,15.83,5.9,False,True,0,504,241,487,344,688,420,320,180
162,15.32,-18,43,274.0,81.0,403,194,37.06,15.94,5.9,False,True,0,504,243,487,366,665,420,320,180
163,15.87,-17,61,273.0,63.0,402,176,36.84,16.03,5.9,False,True,0,504,245,487,388,643,420,320,180
164,15.02,-12,55,268.0,69.0,397,182,36.6,16.14,5.9,False,True,0,504,249,487,410,620,420,320,180
165,14.82,-14,65,270.0,59.0,399,172,36.37,16.24,5.9,False,True,0,504,251,487,431,599,420,320,180
166,15.35,-12,65,268.0,59.0,397,172,36.14,16.34,5.9,False,True,0,504,255,487,450,593,420,320,180
167,15.48,-12,61,268.0,63.0,397,176,35.91,16.45,5.9,False,True,0,504,259,487,458,594,420,320,180
168,14.64,-10,55,266.0,69.0,395,182,35.68,16.56,5.9,False,True,0,504,263,487,457,594,420,320,180
169,14.07,-8,47,264.0,77.0,393,190,35.44,16.67,5.9,False,True,0,504,265,487,457,594,420,320,180
170,14.13,7,37,249.0,87.0,378,200,35.2,16.78,5.9,False,True,0,504,266,487,457,594,420,320,180
171,14.98,13,13,243.0,111.0,372,224,34.98,16.89,5.9,True,True,0,504,267,487,457,594,420,320,180
172,14.85,11,6,245.0,118.0,374,231,34.75,17.0,5.9,True,True,0,504,267,487,457,594,420,320,180
173,14.37,14,-10,242.0,134.0,371,247,34.53,17.11,5.9,True,True,0,504,267,487,457,594,420,320,180
174,15.09,9,-21,247.0,145.0,376,258,34.31,17.21,5.9,True,True,0,504,267,487,457,594,420,320,180
175,15.64,13,-24,243.0,148.0,372,261,34.11,17.32,5.9,True,True,0,504,267,487,457,594,420,320,180
176,14.49,12,-28,244.0,152.0,373,265,33.89,17.43,5.9,True,True,0,504,267,487,457,594,420,320,180
177,14.63,11,-28,245.0,152.0,374,265,33.68,17.54,5.9,True,True,0,504,267,487,457,594,420,320,180
178,14.17,12,-28,244.0,152.0,373,265,33.47,17.65,5.9,True,True,0,504,267,487,457,594,420,320,180
179,14.7,11,-28,245.0,152.0,374,265,33.27,17.76,5.9,True,True,0,504,267,487,457,594,420,320,180
180,14.97,11,-28,245.0,152.0,374,265,33.07,17.86,5.9,True,True,0,504,267,487,457,594,420,320,180
181,14.35,13,-28,243.0,152.0,372,265,32.87,17.97,5.9,True,True,0,504,267,487,457,594,420,320,180
182,15.28,12,-28,244.0,152.0,373,265,32.68,18.07,5.9,True,True,0,504,266,487,457,594,420,320,180
183,15.34,12,-28,244.0,152.0,373,265,32.49,18.17,5.9,True,True,0,504,267,487,455,597,420,320,180
184,15.56,13,-29,243.0,153.0,372,266,32.32,18.27,5.9,True,True,0,504,267,487,432,621,420,320,180
185,16.35,13,-29,243.0,153.0,372,266,32.15,18.36,5.9,True,True,0,504,267,487,413,641,420,320,180
186,15.86,13,-29,243.0,153.0,372,266,31.99,18.46,5.9,True,True,0,504,267,487,394,663,420,320,180
187,18.09,12,-28,244.0,152.0,373,265,31.84,18.54,5.9,True,True,0,504,267,487,374,681,420,320,180
188,15.7,13,-29,243.0,153.0,372,266,31.68,18.64,5.9,True,True,0,504,267,487,354,703,420,320,180
189,16.54,11,-41,245.0,165.0,374,278,39.8,18.73,7.45,False,True,0,504,267,487,333,724,420,320,180
190,16.81,13,-54,243.0,178.0,372,291,39.6,18.83,7.45,False,True,0,504,263,487,313,745,420,320,180
191,15.92,12,-64,244.0,188.0,373,301,39.4,18.92,7.45,False,True,0,504,261,487,292,767,420,320,180
192,15.51,12,-82,244.0,206.0,373,319,39.19,19.02,7.45,False,True,0,504,257,488,269,788,420,320,180
193,15.13,12,-97,244.0,221.0,373,334,38.99,19.12,7.45,False,True,0,504,253,487,248,808,420,320,180
194,16.41,11,-111,245.0,235.0,374,348,38.81,19.21,7.45,False,True,0,504,249,487,228,828,420,320,180
195,17.6,11,-110,245.0,234.0,374,347,38.63,19.3,7.45,False,True,0,504,244,487,209,843,420,320,180
196,17.99,11,-120,245.0,244.0,374,357,38.46,19.39,7.45,False,True,0,504,239,487,193,842,420,320,180
197,20.29,11,-122,245.0,246.0,374,359,38.29,19.47,7.45,False,True,0,504,233,487,193,841,420,320,180
198,19.25,11,-121,245.0,245.0,374,358,38.13,19.55,7.45,False,True,0,504,227,487,193,841,420,320,180
199,18.41,12,-117,244.0,241.0,373,354,37.97,19.64,7.45,False,True,0,504,221,487,193,842,420,320,180
200,19.0,11,-116,245.0,240.0,374,353,37.8,19.72,7.45,False,True,0,504,216,487,193,841,420,320,180
201,18.56,11,-104,245.0,228.0,374,341,37.64,19.81,7.45,False,True,0,504,210,487,193,841,420,320,180
202,16.83,11,-80,245.0,204.0,374,317,37.46,19.9,7.45,False,True,0,504,205,487,193,841,420,320,180
203,16.16,12,-59,244.0,183.0,373,296,37.29,19.99,7.45,False,True,0,504,201,487,193,841,420,320,180
204,16.98,11,-35,245.0,159.0,374,272,37.11,20.09,7.45,False,True,0,504,198,487,193,841,420,320,180
205,16.74,11,-17,245.0,141.0,374,254,36.94,20.18,7.45,True,True,0,504,195,487,193,841,420,320,180
206,16.45,11,2,245.0,122.0,374,235,36.77,20.28,7.45,True,True,0,504,195,487,193,841,420,320,180
207,17.0,11,26,245.0,98.0,374,211,36.6,20.37,7.45,True,True,0,504,195,487,193,841,420,320,180
208,16.0,11,43,245.0,81.0,374,194,37.66,20.46,7.7,False,True,0,504,195,487,193,841,420,320,180
209,16.72,11,50,245.0,74.0,374,187,37.49,20.56,7.7,False,True,0,504,197,487,193,841,420,320,180
210,16.53,11,67,245.0,57.0,374,170,37.32,20.65,7.7,False,True,0,504,198,487,193,841,420,320,180
211,16.62,11,67,245.0,57.0,374,170,37.15,20.75,7.7,False,True,0,504,202,487,193,841,420,320,180
212,16.15,11,67,245.0,57.0,374,170,36.98,20.84,7.7,False,True,0,504,206,487,193,841,420,320,180
213,16.09,11,67,245.0,57.0,374,170,36.81,20.94,7.7,False,True,0,504,210,487,193,841,420,320,180
214,17.2,12,60,244.0,64.0,373,177,36.64,21.03,7.7,False,True,0,504,214,487,193,841,420,320,180
215,15.88,12,59,244.0,65.0,373,178,36.48,21.13,7.7,False,True,0,504,216,486,193,842,422,320,180
216,16.17,12,41,244.0,83.0,373,196,36.31,21.23,7.7,False,True,0,504,217,463,193,842,447,320,180
217,16.67,13,23,243.0,101.0,372,214,36.15,21.32,7.7,True,True,0,504,219,446,193,843,465,320,180
218,15.81,13,10,243.0,114.0,372,227,35.99,21.42,7.7,True,True,0,504,219,426,193,842,483,320,180
219,15.35,11,-8,245.0,132.0,374,245,35.82,21.51,7.7,True,True,0,504,219,405,193,842,504,320,180
220,14.58,12,-15,244.0,139.0,373,252,35.65,21.62,7.7,True,True,0,504,219,383,193,842,524,320,180
221,15.54,-3,-19,259.0,143.0,388,256,35.48,21.72,7.7,True,True,0,504,219,360,193,842,544,320,180
222,16.08,-22,-22,278.0,146.0,407,259,35.32,21.82,7.7,True,True,0,504,219,339,193,842,565,320,180
223,13.71,-36,-23,292.0,147.0,421,260,37.56,21.93,8.23,False,True,0,504,219,315,193,842,585,320,180
224,15.03,-55,-28,311.0,152.0,440,265,37.38,22.04,8.23,False,True,0,500,219,292,193,842,607,320,180
225,14.73,-77,-29,333.0,153.0,462,266,37.19,22.15,8.23,False,True,0,496,219,269,193,842,630,320,180
226,15.73,-97,-29,353.0,153.0,482,266,37.01,22.25,8.23,False,True,0,488,219,245,193,842,652,320,180
227,14.16,-115,-27,371.0,151.0,500,264,36.83,22.36,8.23,False,True,0,481,219,222,193,842,656,320,180
228,14.69,-135,-26,391.0,150.0,520,263,36.65,22.47,8.23,False,True,0,473,219,200,193,842,656,320,180
229,15.71,-128,-25,384.0,149.0,513,262,36.48,22.58,8.23,False,True,0,465,219,177,194,842,656,320,180
230,15.47,-122,-27,378.0,151.0,507,264,36.31,22.68,8.23,False,True,0,458,219,162,193,842,656,320,180
231,15.24,-114,-29,370.0,153.0,499,266,36.15,22.79,8.23,False,True,0,450,219,162,193,842,656,320,180
232,14.91,-93,-29,349.0,153.0,478,266,35.98,22.9,8.23,False,True,0,445,219,162,193,842,656,320,180
233,14.5,-69,-31,325.0,155.0,454,268,35.8,23.01,8.23,False,True,0,439,219,162,193,842,656,320,180
234,16.34,-93,-26,349.0,150.0,478,263,35.64,23.11,8.23,False,True,0,434,216,162,193,842,656,320,180
235,14.56,-69,-26,325.0,150.0,454,263,35.47,23.22,8.23,False,True,0,429,216,162,193,842,656,320,180
236,15.92,-51,-9,307.0,133.0,436,246,35.31,23.33,8.23,False,True,0,424,216,162,193,842,656,320,180
237,15.73,-73,-20,329.0,144.0,458,257,35.15,23.43,8.23,False,True,0,420,216,162,193,842,656,320,180
238,17.68,-51,-11,307.0,135.0,436,248,35.01,23.53,8.23,False,True,0,414,216,162,193,842,656,320,180
239,16.61,-32,-3,288.0,127.0,417,240,34.87,23.62,8.23,False,True,0,409,216,162,193,842,656,320,180
240,17.97,-17,-6,273.0,130.0,402,243,34.74,23.71,8.23,True,True,0,405,216,162,193,842,656,320,180
