frame,occluded,outside,xmin,ymin,xmax,ymax,obj_center_x,obj_center_y
62,0,0,276.19,116.25,408.01,234.91,342.1,175.58
63,0,0,264.22,114.88,396.04,233.54,330.13,174.21
64,0,0,252.25,113.50,384.08,232.17,318.16,172.83
65,0,0,233.21,115.22,365.03,233.88,299.12,174.55
66,0,0,217.15,115.10,348.97,229.27,283.06,172.19
67,0,0,237.55,118.40,369.37,237.06,303.46,177.73
68,0,0,254.02,121.56,384.28,236.18,319.15,178.87
69,0,0,270.50,124.72,399.18,235.30,334.84,180.01
70,0,0,287.21,126.98,415.90,237.56,351.55,182.27
71,0,0,314.77,122.92,443.45,233.49,379.11,178.21
72,0,0,336.52,124.25,464.07,234.43,400.29,179.34
73,0,0,358.27,125.59,484.70,235.37,421.49,180.48
74,0,0,380.03,126.93,505.32,236.31,442.67,181.62
75,0,0,387.33,128.87,511.49,237.85,449.41,183.36
76,0,0,374.98,128.32,498.01,236.91,436.5,182.62
77,0,0,362.63,127.78,484.53,235.97,423.58,181.88
78,0,0,332.96,129.49,453.74,237.28,393.35,183.38
79,0,0,303.30,131.20,422.94,238.60,363.12,184.9
80,0,0,266.57,132.25,390.74,238.98,328.65,185.62
81,0,0,229.85,133.31,358.53,239.37,294.19,186.34
82,0,0,205.00,131.95,328.72,238.50,266.86,185.22
83,0,0,182.00,130.60,304.33,236.70,243.16,183.65
84,0,0,154.00,130.15,275.42,236.20,214.71,183.18
85,0,0,142.26,129.69,263.68,235.75,202.97,182.72
86,0,0,129.16,127.89,250.58,233.94,189.87,180.91
87,0,0,128.71,128.26,250.13,234.32,189.42,181.29
88,0,0,128.25,128.64,249.67,234.69,188.96,181.66
89,0,0,140.00,128.34,261.42,234.39,200.71,181.37
90,0,0,149.94,128.56,271.35,234.62,210.65,181.59
91,0,0,159.87,128.79,281.29,234.84,220.58,181.81
92,0,0,177.19,130.33,298.61,236.38,237.9,183.36
93,0,0,194.52,131.87,315.94,237.92,255.23,184.89
94,0,0,202.35,131.60,323.77,237.65,263.06,184.62
95,0,0,210.19,131.33,331.61,237.39,270.9,184.36
96,0,0,220.78,130.42,342.20,236.48,281.49,183.45
97,0,0,231.36,129.52,352.78,235.57,292.07,182.55
98,0,0,220.26,129.29,341.68,235.34,280.97,182.31
99,0,0,203.29,129.57,324.71,235.63,264.0,182.6
100,0,0,186.33,129.86,307.75,235.91,247.04,182.88
101,0,0,169.36,130.14,290.78,236.20,230.07,183.17
102,0,0,150.84,126.31,272.26,232.36,211.55,179.34
103,0,0,132.32,122.47,253.74,228.52,193.03,175.5
104,0,0,111.56,119.08,241.99,230.56,176.78,174.82
105,0,0,90.80,115.69,230.25,232.60,160.52,174.14
106,0,0,80.86,113.21,220.31,230.12,150.58,171.66
107,0,0,70.92,110.72,210.37,227.63,140.64,169.18
108,0,0,85.38,110.72,224.83,227.63,155.11,169.18
109,0,0,99.83,110.72,239.28,227.63,169.56,169.18
110,0,0,114.29,110.72,253.74,227.63,184.01,169.18
111,0,0,128.74,110.72,268.19,227.63,198.47,169.18
112,0,0,154.22,111.85,288.07,227.37,221.14,169.61
113,0,0,179.70,112.98,307.94,227.10,243.82,170.04
114,0,0,202.96,112.75,331.20,226.87,267.08,169.81
115,0,0,226.22,112.53,354.47,226.65,290.35,169.59
116,0,0,233.00,113.43,361.24,227.55,297.12,170.49
117,0,0,247.22,114.91,375.46,229.03,311.34,171.97
118,0,0,254.21,115.19,382.45,229.31,318.33,172.25
119,0,0,261.20,115.46,389.44,229.58,325.32,172.52
120,0,0,268.19,115.74,396.43,229.85,332.31,172.79
121,0,0,261.70,115.63,389.94,229.75,325.82,172.69
122,0,0,255.22,115.53,383.46,229.65,319.34,172.59
123,0,0,248.73,115.43,376.97,229.55,312.85,172.49
124,0,0,237.43,115.33,365.67,229.45,301.55,172.39
125,0,0,223.92,115.28,352.16,229.40,288.04,172.34
126,0,0,204.09,115.24,332.33,229.36,268.21,172.3
127,0,0,213.35,118.63,339.57,230.28,276.46,174.45
128,0,0,222.61,122.01,346.80,231.20,284.71,176.6
129,0,0,219.59,123.86,343.24,232.93,281.42,178.4
130,0,0,237.64,125.10,360.76,234.05,299.2,179.57
131,0,0,255.70,126.35,378.27,235.17,316.99,180.76
132,0,0,273.75,127.59,395.79,236.29,334.77,181.94
133,0,0,291.28,127.66,412.78,236.25,352.03,181.95
134,0,0,308.81,127.74,429.77,236.20,369.29,181.97
135,0,0,326.34,127.82,446.76,236.16,386.55,181.99
136,0,0,336.93,128.78,456.82,237.00,396.88,182.89
137,0,0,307.77,130.64,427.12,238.74,367.44,184.69
138,0,0,301.12,129.49,419.93,237.47,360.52,183.48
139,0,0,273.70,129.24,391.97,237.10,332.84,183.17
140,0,0,250.21,132.40,368.48,240.26,309.35,186.33
141,0,0,222.43,130.14,340.70,238.00,281.56,184.07
142,0,0,194.65,127.89,312.92,235.75,253.79,181.82
143,0,0,178.27,128.17,299.20,236.02,238.74,182.09
144,0,0,161.88,128.44,283.13,236.30,222.5,182.37
145,0,0,145.49,128.72,267.07,236.58,206.28,182.65
146,0,0,129.10,129.00,251.00,236.86,190.05,182.93
147,0,0,128.33,128.61,250.70,237.38,189.51,183.0
148,0,0,127.57,128.21,250.40,237.90,188.99,183.06
149,0,0,137.64,129.84,255.91,237.70,196.77,183.77
150,0,0,150.11,129.54,268.38,237.40,209.25,183.47
151,0,0,162.58,129.24,280.85,237.10,221.72,183.17
152,0,0,179.97,130.82,298.24,238.68,239.11,184.75
153,0,0,197.36,132.40,315.63,240.26,256.5,186.33
154,0,0,207.38,132.06,325.64,239.03,266.51,185.55
155,0,0,217.39,131.73,335.66,237.79,276.52,184.76
156,0,0,227.40,131.39,345.67,236.56,286.54,183.97
157,0,0,237.41,131.05,355.68,235.32,296.55,183.19
158,0,0,243.59,130.82,361.86,234.20,302.73,182.51
159,0,0,242.53,110.72,360.80,213.20,301.67,161.96
160,0,0,242.23,94.54,360.57,197.70,301.4,146.12
161,0,0,241.93,78.35,360.33,182.20,301.13,130.27
162,0,0,241.63,62.16,360.10,166.70,300.87,114.43
163,0,0,241.33,45.98,359.87,151.20,300.6,98.59
164,0,0,241.03,29.79,359.63,135.70,300.33,82.75
165,0,0,240.73,13.61,359.40,120.20,300.06,66.91
166,0,0,242.08,2.77,360.76,109.36,301.42,56.07
167,0,0,234.90,2.77,360.76,113.40,297.83,58.09
168,0,0,234.56,1.38,362.68,107.07,298.62,54.23
169,0,0,234.22,0.00,364.60,100.73,299.41,50.37
170,0,0,229.81,0.93,362.45,106.61,296.13,53.77
171,1,0,225.40,1.86,360.30,112.50,292.85,57.18
172,0,0,228.11,12.25,360.80,129.70,294.46,70.97
173,0,0,228.56,17.00,361.25,134.44,294.9,75.72
174,0,0,229.01,21.74,361.70,139.19,295.36,80.47
175,0,0,228.79,25.58,361.48,143.02,295.13,84.3
176,0,0,228.56,29.42,361.25,146.86,294.9,88.14
177,0,0,228.58,29.09,361.35,146.97,294.97,88.03
178,0,0,228.59,28.75,361.45,147.07,295.02,87.91
179,0,0,228.61,28.42,361.55,147.18,295.08,87.8
180,0,0,228.62,28.09,361.64,147.28,295.13,87.69
181,0,0,228.64,27.76,361.74,147.38,295.19,87.57
182,0,0,228.65,27.43,361.84,147.49,295.25,87.46
183,0,0,228.67,27.10,361.94,147.59,295.31,87.34
184,0,0,228.68,26.76,362.03,147.70,295.36,87.23
185,0,0,228.70,26.43,362.13,147.80,295.41,87.12
186,0,0,232.01,24.56,363.10,143.58,297.56,84.07
187,0,0,231.71,26.30,360.45,142.98,296.08,84.64
188,0,0,235.47,36.17,361.86,150.51,298.67,93.34
189,0,0,236.52,62.29,360.57,174.30,298.55,118.3
190,0,0,238.17,65.88,361.56,177.47,299.87,121.67
191,0,0,239.83,86.64,362.55,197.80,301.19,142.22
192,0,0,238.79,103.25,360.84,209.13,299.81,156.19
193,0,0,237.75,119.86,359.13,220.46,298.44,170.16
194,0,0,240.76,128.31,361.48,227.91,301.12,178.11
195,0,0,243.77,136.75,363.83,235.36,303.8,186.06
196,0,0,244.07,136.16,363.46,233.78,303.76,184.97
197,0,0,244.37,135.57,363.10,232.20,303.74,183.88
198,0,0,244.37,131.73,363.10,228.36,303.74,180.05
199,0,0,244.37,127.89,363.10,224.52,303.74,176.21
200,0,0,245.73,124.95,364.46,221.58,305.09,173.27
201,0,0,243.47,101.24,362.20,197.87,302.83,149.56
202,0,0,244.07,74.21,363.10,173.09,303.59,123.65
203,0,0,244.67,47.18,364.00,148.31,304.33,97.75
204,0,0,245.28,33.03,364.90,136.40,305.09,84.72
205,0,0,241.21,9.99,360.83,113.36,301.02,61.68
206,1,0,243.92,0.00,361.30,92.10,302.61,46.05
207,1,0,243.02,0.00,360.40,76.74,301.71,38.37
208,1,0,242.11,0.00,359.49,68.16,300.8,34.08
209,1,0,241.66,0.00,359.04,49.19,300.35,24.59
210,1,0,241.66,0.00,359.04,49.19,300.35,24.59
211,1,0,241.66,0.00,359.04,49.19,300.35,24.59
212,0,1,241.66,0.00,359.04,49.19,300.35,24.59
