Frame,FPS,Distance_x,Distance_y,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,Prop_roi(%),Time,Roi_time,In_roi,Tracking_success,Refound_tracking,camera_pan,camera_tilt,object_pan1,object_tilt1,object_tilt2,object_pan2,img_center_x,img_center_y
73,28.31,-29,8,286.0,116.0,412,229,47.45,5.34,2.53,True,True,0,563,239,686,193,840,305,320,180
74,26.49,-29,9,286.0,115.0,412,228,46.82,5.41,2.53,True,True,0,563,239,686,193,840,305,320,180
75,28.94,-29,8,286.0,116.0,412,229,46.27,5.48,2.53,True,True,0,563,239,686,193,840,305,320,180
76,25.41,-29,9,286.0,115.0,412,228,45.67,5.55,2.53,True,True,0,563,239,686,193,840,305,320,180
77,25.9,-29,10,286.0,114.0,412,227,45.11,5.62,2.53,True,True,0,563,239,686,193,840,305,320,180
78,29.4,-29,9,286.0,115.0,412,228,44.59,5.68,2.53,True,True,0,563,239,686,193,840,305,320,180
79,28.48,-29,8,286.0,116.0,412,229,44.06,5.75,2.53,True,True,0,563,239,686,193,840,305,320,180
80,27.53,-29,9,286.0,115.0,412,228,43.54,5.82,2.53,True,True,0,563,239,686,193,840,305,320,180
81,28.12,-29,8,286.0,116.0,412,229,43.05,5.89,2.53,True,True,0,563,239,686,193,840,305,320,180
82,27.07,-29,9,286.0,115.0,412,228,42.55,5.96,2.53,True,True,0,563,239,686,193,840,305,320,180
83,29.8,-29,8,286.0,116.0,412,229,42.09,6.02,2.53,True,True,0,563,239,686,193,840,305,320,180
84,27.93,-29,9,286.0,115.0,412,228,41.62,6.09,2.53,True,True,0,563,239,686,193,840,305,320,180
85,29.91,-29,8,286.0,116.0,412,229,41.19,6.15,2.53,True,True,0,563,239,676,193,840,316,320,180
86,28.95,-29,9,286.0,115.0,412,228,40.76,6.22,2.53,True,True,0,563,239,658,193,840,335,320,180
87,29.05,-29,8,286.0,116.0,412,229,40.33,6.28,2.53,True,True,0,563,239,644,193,840,349,320,180
88,28.34,-29,9,286.0,115.0,412,228,39.9,6.35,2.53,True,True,0,563,239,630,193,840,365,320,180
89,29.94,-29,8,286.0,116.0,412,229,39.5,6.42,2.53,True,True,0,563,239,614,192,840,381,320,180
90,29.64,-33,9,290.0,115.0,416,228,59.83,6.48,3.87,False,True,0,563,239,602,193,840,394,320,180
91,26.05,-47,6,304.0,118.0,430,231,59.18,6.55,3.87,False,True,0,559,239,586,193,840,410,320,180
92,25.81,-67,5,324.0,119.0,450,232,58.53,6.63,3.87,False,True,0,555,239,573,193,840,425,320,180
93,29.06,-75,4,332.0,120.0,458,233,57.95,6.69,3.87,False,True,0,550,239,559,193,840,439,320,180
94,26.41,-83,5,340.0,119.0,466,232,57.35,6.76,3.87,False,True,0,546,239,545,193,840,454,320,180
95,27.39,-101,4,358.0,120.0,484,233,56.78,6.83,3.87,False,True,0,541,239,532,193,840,467,320,180
96,28.03,-95,3,352.0,121.0,478,234,56.21,6.9,3.87,False,True,0,536,239,517,193,840,481,320,180
97,24.5,-91,2,348.0,122.0,474,235,55.6,6.98,3.87,False,True,0,529,239,503,193,840,497,320,180
98,29.65,-85,3,342.0,121.0,468,234,55.07,7.04,3.87,False,True,0,526,239,491,193,840,498,320,180
99,25.55,-83,2,340.0,122.0,466,235,54.5,7.12,3.87,False,True,0,522,239,486,193,840,498,320,180
100,25.88,-73,1,330.0,123.0,456,236,53.94,7.19,3.87,False,True,0,516,239,487,193,840,498,320,180
101,26.86,-67,0,324.0,124.0,450,237,53.4,7.26,3.87,False,True,0,512,239,487,193,840,498,320,180
102,27.06,-57,1,314.0,123.0,440,236,52.9,7.33,3.87,False,True,0,508,239,487,193,840,498,320,180
103,23.55,-53,0,310.0,124.0,436,237,52.35,7.41,3.87,False,True,0,505,239,487,193,840,498,320,180
104,24.86,-43,1,300.0,123.0,426,236,51.82,7.49,3.87,False,True,0,503,239,487,193,840,498,320,180
105,27.51,-23,0,280.0,124.0,406,237,51.33,7.56,3.87,True,True,0,499,239,487,193,840,498,320,180
106,25.9,-3,1,260.0,123.0,386,236,50.83,7.63,3.87,True,True,0,499,239,487,193,840,498,320,180
107,26.64,7,0,250.0,124.0,376,237,50.36,7.7,3.87,True,True,0,499,239,487,193,840,498,320,180
108,26.8,23,1,234.0,123.0,360,236,49.88,7.78,3.87,True,True,0,499,239,487,193,840,498,320,180
109,25.99,29,0,228.0,124.0,354,237,49.4,7.85,3.87,True,True,0,499,239,487,193,840,498,320,180
110,26.67,41,1,216.0,123.0,342,236,52.87,7.93,4.18,False,True,0,499,239,487,193,840,498,320,180
111,23.15,43,0,214.0,124.0,340,237,52.35,8.01,4.18,False,True,0,501,239,487,193,840,499,320,180
112,26.02,45,1,212.0,123.0,338,236,51.84,8.09,4.18,False,True,0,503,239,487,193,840,498,320,180
113,22.76,43,0,214.0,124.0,340,237,51.3,8.17,4.18,False,True,0,505,239,487,193,840,498,320,180
114,22.79,45,1,212.0,123.0,338,236,50.77,8.26,4.18,False,True,0,507,239,487,193,840,498,320,180
115,20.76,43,0,214.0,124.0,340,237,50.23,8.34,4.18,False,True,0,509,239,487,193,840,498,320,180
116,20.44,33,1,224.0,123.0,350,236,49.7,8.43,4.18,False,True,0,511,239,487,193,840,498,320,180
117,21.26,23,0,234.0,124.0,360,237,49.17,8.52,4.18,True,True,0,513,239,487,193,840,498,320,180
118,21.32,19,1,238.0,123.0,364,236,48.67,8.61,4.18,True,True,0,513,239,487,193,840,498,320,180
119,23.76,11,0,246.0,124.0,372,237,48.22,8.69,4.18,True,True,0,513,239,487,193,840,498,320,180
120,23.22,1,1,256.0,123.0,382,236,47.76,8.77,4.18,True,True,0,513,239,487,193,840,498,320,180
121,23.45,-9,0,266.0,124.0,392,237,47.32,8.85,4.18,True,True,0,513,239,487,193,840,498,320,180
122,22.21,-9,1,266.0,123.0,392,236,46.87,8.94,4.18,True,True,0,513,239,487,193,840,498,320,180
123,21.73,-9,0,266.0,124.0,392,237,46.42,9.03,4.18,True,True,0,513,239,487,193,840,498,320,180
124,22.96,-9,1,266.0,123.0,392,236,46.0,9.11,4.18,True,True,0,513,239,488,193,840,498,320,180
125,21.77,-9,0,266.0,124.0,392,237,45.57,9.2,4.18,True,True,0,513,239,506,193,840,480,320,180
126,24.31,-9,1,266.0,123.0,392,236,45.18,9.28,4.18,True,True,0,513,239,523,193,840,465,320,180
127,22.53,-9,0,266.0,124.0,392,237,44.75,9.36,4.18,True,True,0,513,239,540,193,840,448,320,180
128,21.07,-9,1,266.0,123.0,392,236,44.31,9.46,4.18,True,True,0,513,239,559,193,840,429,320,180
129,20.76,-9,0,266.0,124.0,392,237,43.9,9.54,4.18,True,True,0,513,239,577,193,840,411,320,180
130,21.88,3,1,254.0,123.0,380,236,43.49,9.63,4.18,True,True,0,513,239,595,193,840,391,320,180
131,23.85,23,0,234.0,124.0,360,237,43.12,9.72,4.18,True,True,0,513,239,611,193,840,373,320,180
132,22.84,37,1,220.0,123.0,346,236,52.8,9.8,5.17,False,True,0,513,239,630,193,840,355,320,180
133,27.83,55,2,202.0,122.0,328,235,52.4,9.87,5.17,False,True,0,515,239,645,193,840,339,320,180
134,24.79,65,3,192.0,121.0,318,234,52.0,9.95,5.17,False,True,0,518,239,662,193,840,321,320,180
135,27.16,77,4,180.0,120.0,306,233,51.63,10.02,5.17,False,True,0,521,239,677,193,840,309,320,180
136,28.09,95,5,162.0,119.0,288,232,51.28,10.08,5.17,False,True,0,525,239,687,193,840,305,320,180
137,29.35,111,6,146.0,118.0,272,231,50.95,10.15,5.17,False,True,0,528,239,686,193,840,305,320,180
138,27.41,113,7,144.0,117.0,270,230,50.62,10.22,5.17,False,True,0,533,239,686,193,840,305,320,180
139,27.04,115,8,142.0,116.0,268,229,50.27,10.29,5.17,False,True,0,536,239,686,193,840,305,320,180
140,20.97,115,9,142.0,115.0,268,228,49.88,10.37,5.17,False,True,0,541,239,686,193,840,305,320,180
141,29.05,117,10,140.0,114.0,266,227,49.55,10.44,5.17,False,True,0,546,239,686,193,840,305,320,180
142,26.36,95,11,162.0,113.0,288,226,49.22,10.51,5.17,False,True,0,549,239,686,193,840,305,320,180
143,25.85,83,10,174.0,114.0,300,227,48.89,10.58,5.17,False,True,0,552,239,686,193,840,305,320,180
144,29.71,65,11,192.0,113.0,318,226,48.59,10.64,5.17,False,True,0,555,239,686,193,840,305,320,180
145,29.24,51,10,206.0,114.0,332,227,48.28,10.71,5.17,False,True,0,558,239,686,193,840,308,320,180
146,26.75,31,11,226.0,113.0,352,226,47.97,10.78,5.17,False,True,0,560,239,686,193,840,305,320,180
147,29.28,21,10,236.0,114.0,362,227,47.69,10.84,5.17,True,True,0,562,239,686,193,840,305,320,180
148,26.39,11,11,246.0,113.0,372,226,47.38,10.91,5.17,True,True,0,562,239,686,193,840,305,320,180
149,25.24,-3,10,260.0,114.0,386,227,47.08,10.98,5.17,True,True,0,562,239,686,193,840,305,320,180
150,24.52,-13,11,270.0,113.0,396,226,46.77,11.06,5.17,True,True,0,562,239,686,193,840,305,320,180
151,27.33,-21,10,278.0,114.0,404,227,46.49,11.12,5.17,True,True,0,562,239,686,193,840,305,320,180
152,28.94,-27,11,284.0,113.0,410,226,46.22,11.19,5.17,True,True,0,562,239,686,193,840,305,320,180
153,26.37,-29,10,286.0,114.0,412,227,45.93,11.26,5.17,True,True,0,562,239,686,193,840,306,320,180
154,28.25,-27,11,284.0,113.0,410,226,45.66,11.33,5.17,True,True,0,562,239,686,193,840,305,320,180
155,26.12,-29,10,286.0,114.0,412,227,45.38,11.4,5.17,True,True,0,562,239,686,193,840,305,320,180
156,25.86,-27,11,284.0,113.0,410,226,45.09,11.47,5.17,True,True,0,562,239,686,193,840,304,320,180
157,29.89,-29,10,286.0,114.0,412,227,44.84,11.53,5.17,True,True,0,562,239,686,193,840,305,320,180
158,28.2,-27,11,284.0,113.0,410,226,44.58,11.6,5.17,True,True,0,562,239,686,193,840,305,320,180
159,29.77,-29,10,286.0,114.0,412,227,44.33,11.67,5.17,True,True,0,562,239,686,193,840,305,320,180
160,26.64,-27,11,284.0,113.0,410,226,44.07,11.74,5.17,True,True,0,562,239,686,193,840,305,320,180
161,29.25,-29,10,286.0,114.0,412,227,43.81,11.8,5.17,True,True,0,562,239,686,193,840,305,320,180
162,27.51,-27,11,284.0,113.0,410,226,43.56,11.87,5.17,True,True,0,562,239,686,193,840,305,320,180
163,27.27,-29,10,286.0,114.0,412,227,43.31,11.94,5.17,True,True,0,562,239,686,193,840,305,320,180
164,27.29,-27,11,284.0,113.0,410,226,43.07,12.01,5.17,True,True,0,562,239,686,193,840,305,320,180
165,28.2,-29,10,286.0,114.0,412,227,42.82,12.08,5.17,True,True,0,562,239,686,193,840,305,320,180
166,27.95,-27,11,284.0,113.0,410,226,42.57,12.15,5.17,True,True,0,562,239,673,193,840,319,320,180
167,27.1,-29,10,286.0,114.0,412,227,42.33,12.22,5.17,True,True,0,562,239,654,193,840,337,320,180
168,27.22,-27,11,284.0,113.0,410,226,42.09,12.29,5.17,True,True,0,562,239,640,193,840,354,320,180
169,28.98,-29,10,286.0,114.0,412,227,41.86,12.35,5.17,True,True,0,562,239,627,193,840,368,320,180
170,27.77,-27,11,284.0,113.0,410,226,41.62,12.42,5.17,True,True,0,562,239,611,193,840,385,320,180
171,26.96,-41,8,298.0,116.0,424,229,52.86,12.49,6.6,False,True,0,562,239,596,193,840,402,320,180
172,27.19,-55,9,312.0,115.0,438,228,52.56,12.57,6.6,False,True,0,558,239,581,192,840,418,320,180
173,26.8,-63,8,320.0,116.0,446,229,52.26,12.64,6.6,False,True,0,555,239,569,193,840,432,320,180
174,25.26,-77,7,334.0,117.0,460,230,51.96,12.71,6.6,False,True,0,550,239,553,193,840,449,320,180
175,28.64,-87,6,344.0,118.0,470,231,51.68,12.78,6.6,False,True,0,546,239,540,193,840,462,320,180
176,27.4,-101,5,358.0,119.0,484,232,51.39,12.85,6.6,False,True,0,540,239,525,193,840,476,320,180
177,24.63,-95,4,352.0,120.0,478,233,51.1,12.93,6.6,False,True,0,534,239,511,193,840,492,320,180
178,24.84,-97,5,354.0,119.0,480,232,50.8,13.0,6.6,False,True,0,529,239,496,193,840,498,320,180
179,24.92,-89,4,346.0,120.0,472,233,50.49,13.08,6.6,False,True,0,524,239,486,193,840,498,320,180
180,27.49,-83,3,340.0,121.0,466,234,50.22,13.15,6.6,False,True,0,520,239,487,193,840,498,320,180
181,25.58,-81,2,338.0,122.0,464,235,49.93,13.23,6.6,False,True,0,514,239,487,193,840,498,320,180
182,25.77,-63,3,320.0,121.0,446,234,49.65,13.3,6.6,False,True,0,510,239,487,193,840,498,320,180
183,24.55,-63,2,320.0,122.0,446,235,49.37,13.38,6.6,False,True,0,504,239,487,193,840,498,320,180
184,22.12,-51,3,308.0,121.0,434,234,49.06,13.47,6.6,False,True,0,500,239,487,193,840,498,320,180
185,25.43,-37,2,294.0,122.0,420,235,48.77,13.54,6.6,False,True,0,497,239,487,193,840,498,320,180
186,22.99,-11,3,268.0,121.0,394,234,48.47,13.63,6.6,True,True,0,494,239,487,193,840,498,320,180
187,23.93,-1,2,258.0,122.0,384,235,48.18,13.71,6.6,True,True,0,494,239,487,193,840,498,320,180
188,22.68,25,1,232.0,123.0,358,236,47.88,13.8,6.6,True,True,0,494,239,487,193,840,498,320,180
189,22.56,41,2,216.0,122.0,342,235,49.04,13.88,6.8,False,True,0,494,239,487,193,840,498,320,180
190,22.54,49,3,208.0,121.0,334,234,48.74,13.97,6.8,False,True,0,494,239,487,193,840,498,320,180
191,20.98,59,2,198.0,122.0,324,235,48.44,14.05,6.8,False,True,0,496,239,487,193,840,498,320,180
192,22.89,63,3,194.0,121.0,320,234,48.15,14.14,6.8,False,True,0,498,239,487,193,840,498,320,180
193,22.33,63,2,194.0,122.0,320,235,47.85,14.22,6.8,False,True,0,501,239,487,193,840,498,320,180
194,23.02,63,3,194.0,121.0,320,234,47.57,14.31,6.8,False,True,0,504,239,487,193,840,498,320,180
195,22.43,55,2,202.0,122.0,328,235,47.3,14.39,6.8,False,True,0,508,239,487,193,840,498,320,180
196,21.64,51,3,206.0,121.0,332,234,47.01,14.48,6.8,False,True,0,509,239,487,194,840,498,320,180
197,21.45,45,2,212.0,122.0,338,235,46.72,14.57,6.8,False,True,0,511,239,487,193,840,498,320,180
198,23.91,31,3,226.0,121.0,352,234,46.46,14.65,6.8,False,True,0,513,239,487,193,840,499,320,180
199,20.61,19,2,238.0,122.0,364,235,46.18,14.74,6.8,True,True,0,515,239,487,193,840,498,320,180
200,21.47,7,3,250.0,121.0,376,234,45.91,14.83,6.8,True,True,0,515,239,487,193,840,498,320,180
201,20.78,5,2,252.0,122.0,378,235,45.64,14.91,6.8,True,True,0,515,239,487,193,840,498,320,180
202,23.7,-7,3,264.0,121.0,390,234,45.39,15.0,6.8,True,True,0,515,239,487,193,840,498,320,180
203,23.81,-15,2,272.0,122.0,398,235,45.14,15.08,6.8,True,True,0,515,239,487,193,840,498,320,180
204,27.0,-21,3,278.0,121.0,404,234,44.91,15.15,6.8,True,True,0,515,239,487,205,825,482,320,180
205,28.33,-21,2,278.0,122.0,404,235,44.7,15.22,6.8,True,True,0,515,239,487,224,809,468,320,180
206,27.4,-21,3,278.0,121.0,404,234,44.51,15.29,6.8,True,True,0,515,239,487,239,795,455,320,180
207,29.93,-21,2,278.0,122.0,404,235,44.32,15.35,6.8,True,True,0,515,239,487,252,781,441,320,180
208,29.83,-21,3,278.0,121.0,404,234,44.13,15.42,6.8,True,True,0,515,239,487,266,766,429,320,180
209,29.76,-21,10,278.0,114.0,404,227,43.95,15.48,6.8,True,True,0,515,239,487,282,751,421,320,180
210,29.74,-21,21,278.0,103.0,404,216,43.76,15.55,6.8,True,True,0,515,239,487,296,737,420,320,180
211,28.63,-21,36,278.0,88.0,404,201,48.2,15.62,7.52,False,True,0,515,239,487,311,722,420,320,180
212,28.86,-21,45,278.0,79.0,404,192,47.99,15.68,7.52,False,True,0,515,241,487,326,706,420,320,180
213,27.52,-21,50,278.0,74.0,404,187,47.78,15.75,7.52,False,True,0,515,242,487,342,693,420,320,180
214,26.5,-19,67,276.0,57.0,402,170,47.58,15.82,7.52,False,True,0,515,244,487,356,678,420,320,180
215,27.46,-21,76,278.0,48.0,404,161,47.38,15.89,7.52,False,True,0,515,247,487,372,663,420,320,180
216,29.49,-19,93,276.0,31.0,402,144,47.18,15.95,7.52,False,True,0,515,249,487,386,647,420,320,180
217,28.51,-19,100,276.0,24.0,402,137,46.99,16.02,7.52,False,True,0,515,252,487,402,632,420,320,180
218,28.65,-19,103,276.0,21.0,402,134,46.79,16.08,7.52,False,True,0,515,256,487,417,617,420,320,180
219,26.97,-19,108,276.0,16.0,402,129,46.6,16.15,7.52,False,True,0,515,261,487,430,603,420,320,180
220,27.0,-19,107,276.0,17.0,402,130,46.4,16.22,7.52,False,True,0,515,265,487,444,593,420,320,180
221,27.77,-17,108,274.0,16.0,400,129,46.2,16.29,7.52,False,True,0,515,270,487,456,593,420,320,180
222,29.88,-15,103,272.0,21.0,398,134,46.02,16.35,7.52,False,True,0,515,274,487,457,594,420,320,180
223,28.3,-17,98,274.0,26.0,400,139,45.83,16.42,7.52,False,True,0,515,277,487,458,594,420,320,180
224,29.73,-15,89,272.0,35.0,398,148,45.65,16.49,7.52,False,True,0,515,281,487,457,594,420,320,180
225,25.95,-15,80,272.0,44.0,398,157,45.46,16.56,7.52,False,True,0,515,285,487,457,594,420,320,180
226,27.59,-15,77,272.0,47.0,398,160,45.27,16.62,7.52,False,True,0,515,289,487,457,594,420,320,180
227,25.34,-15,64,272.0,60.0,398,173,45.08,16.7,7.52,False,True,0,515,293,487,457,594,420,320,180
228,25.9,-15,49,272.0,75.0,398,188,44.88,16.77,7.52,False,True,0,515,296,487,457,594,420,320,180
229,30.29,-15,34,272.0,90.0,398,203,44.71,16.83,7.52,False,True,0,515,296,487,457,594,420,320,180
230,27.12,-15,19,272.0,105.0,398,218,44.52,16.9,7.52,True,True,0,515,296,487,457,594,420,320,180
231,28.08,-15,8,272.0,116.0,398,229,44.34,16.97,7.52,True,True,0,515,298,487,457,594,420,320,180
232,27.28,-13,-15,270.0,139.0,396,252,44.16,17.04,7.52,True,True,0,515,298,487,457,594,420,320,180
233,29.78,-13,-26,270.0,150.0,396,263,43.99,17.11,7.52,True,True,0,515,298,487,457,594,420,320,180
234,27.59,-13,-27,270.0,151.0,396,264,43.82,17.18,7.52,True,True,0,515,298,487,457,594,420,320,180
235,27.04,-13,-30,270.0,154.0,396,267,43.64,17.25,7.52,True,True,0,515,298,487,457,594,420,320,180
236,28.87,-13,-31,270.0,155.0,396,268,45.51,17.31,7.87,False,True,0,515,298,487,457,594,420,320,180
237,27.34,-13,-32,270.0,156.0,396,269,45.33,17.38,7.87,False,True,0,515,296,487,457,594,420,320,180
238,29.89,-13,-31,270.0,155.0,396,268,45.16,17.45,7.87,False,True,0,515,293,487,457,594,420,320,180
239,30.04,-13,-32,270.0,156.0,396,269,44.99,17.52,7.87,False,True,0,515,291,487,457,594,420,320,180
240,25.62,-13,-31,270.0,155.0,396,268,44.8,17.59,7.87,False,True,0,515,289,487,457,594,420,320,180
241,27.26,-13,-32,270.0,156.0,396,269,44.62,17.66,7.87,False,True,0,515,287,487,457,594,420,320,180
