frame,occluded,outside,xmin,ymin,xmax,ymax,obj_center_x,obj_center_y
32,0,0,252.55,132.56,369.55,235.56,311.05,184.06
33,0,0,252.52,132.59,369.52,235.59,311.02,184.09
34,0,0,252.50,132.62,369.50,235.62,311.0,184.12
35,0,0,252.47,132.65,369.47,235.65,310.97,184.15
36,0,0,252.44,132.69,369.44,235.69,310.94,184.19
37,0,0,252.42,132.72,369.42,235.72,310.92,184.22
38,0,0,252.39,132.75,369.39,235.75,310.89,184.25
39,0,0,252.36,132.78,369.36,235.78,310.86,184.28
40,0,0,252.34,132.82,369.34,235.82,310.84,184.32
41,0,0,252.31,132.85,369.31,235.85,310.81,184.35
42,0,0,252.28,132.88,369.28,235.88,310.78,184.38
43,0,0,252.26,132.92,369.26,235.92,310.76,184.42
44,0,0,252.23,132.95,369.23,235.95,310.73,184.45
45,0,0,252.20,132.98,369.20,235.98,310.7,184.48
46,0,0,252.18,133.01,369.18,236.01,310.68,184.51
47,0,0,252.15,133.05,369.15,236.05,310.65,184.55
48,0,0,252.13,133.08,369.13,236.08,310.63,184.58
49,0,0,252.10,133.11,369.10,236.11,310.6,184.61
50,0,0,252.07,133.14,369.07,236.14,310.57,184.64
51,0,0,252.05,133.18,369.05,236.18,310.55,184.68
52,0,0,252.02,133.21,369.02,236.21,310.52,184.71
53,0,0,251.99,133.24,368.99,236.24,310.49,184.74
54,0,0,251.97,133.28,368.97,236.28,310.47,184.78
55,0,0,251.94,133.31,368.94,236.31,310.44,184.81
56,0,0,251.91,133.34,368.91,236.34,310.41,184.84
57,0,0,239.75,132.90,356.75,235.90,298.25,184.4
58,0,0,227.58,132.45,344.58,235.45,286.08,183.95
59,0,0,222.13,132.45,339.13,235.45,280.63,183.95
60,0,0,204.88,132.00,321.88,235.00,263.38,183.5
61,0,0,197.61,131.09,314.61,234.09,256.11,182.59
62,0,0,185.14,130.09,303.00,233.41,244.07,181.75
63,0,0,172.67,129.08,291.39,232.72,232.03,180.9
64,0,0,160.20,128.08,279.78,232.03,219.99,180.06
65,0,0,151.02,125.75,271.46,230.02,211.24,177.88
66,0,0,141.84,123.42,263.13,228.01,202.49,175.72
67,0,0,137.20,121.10,259.35,226.01,198.28,173.56
68,0,0,132.56,118.77,255.57,224.00,194.06,171.38
69,0,0,133.65,118.14,257.51,223.69,195.58,170.91
70,0,0,134.73,117.52,259.46,223.38,197.09,170.45
71,0,0,145.90,117.02,271.49,223.20,208.69,170.11
72,0,0,168.14,117.02,293.73,223.20,230.94,170.11
73,0,0,180.86,116.11,306.44,227.70,243.65,171.91
74,0,0,200.15,116.34,325.74,226.80,262.94,171.57
75,0,0,219.44,116.57,345.03,225.90,282.24,171.24
76,0,0,227.31,116.57,352.90,225.90,290.11,171.24
77,0,0,235.18,116.57,360.77,225.90,297.98,171.24
78,0,0,243.05,116.57,368.64,225.90,305.85,171.24
79,0,0,249.41,116.34,374.99,225.67,312.2,171.0
80,0,0,255.76,116.11,381.35,225.45,318.56,170.78
81,0,0,255.87,116.06,381.45,225.62,318.66,170.84
82,0,0,255.97,116.01,381.56,225.80,318.76,170.91
83,0,0,256.08,115.96,381.67,225.98,318.88,170.97
84,0,0,256.19,115.91,381.77,226.16,318.98,171.03
85,0,0,256.29,115.86,381.88,226.34,319.09,171.1
86,0,0,256.40,115.82,381.98,226.51,319.19,171.16
87,0,0,256.50,115.77,382.09,226.69,319.29,171.23
88,0,0,256.61,115.72,382.20,226.87,319.4,171.3
89,0,0,256.72,115.67,382.30,227.05,319.51,171.36
90,0,0,256.82,115.62,382.41,227.22,319.62,171.42
91,0,0,256.93,115.57,382.51,227.40,319.72,171.49
92,0,0,257.03,115.52,382.62,227.58,319.82,171.55
93,0,0,257.14,115.47,382.73,227.76,319.94,171.62
94,0,0,257.25,115.42,382.83,227.93,320.04,171.68
95,0,0,257.35,115.37,382.94,228.11,320.14,171.74
96,0,0,257.46,115.32,383.04,228.29,320.25,171.81
97,0,0,257.56,115.27,383.15,228.47,320.36,171.87
98,0,0,257.67,115.22,383.26,228.64,320.47,171.93
99,0,0,259.54,115.17,385.13,228.82,322.34,172.0
100,0,0,261.41,115.12,387.00,229.00,324.21,172.06
101,0,0,274.93,118.57,400.52,230.17,337.73,174.37
102,0,0,288.45,122.01,414.03,231.35,351.24,176.68
103,0,0,300.19,122.85,424.76,231.96,362.48,177.41
104,0,0,311.93,123.68,435.48,232.56,373.71,178.12
105,0,0,323.67,124.51,446.21,233.17,384.94,178.84
106,0,0,326.64,125.95,448.16,234.38,387.4,180.16
107,0,0,329.61,127.39,450.10,235.59,389.86,181.49
108,0,0,332.57,128.82,452.05,236.80,392.31,182.81
109,0,0,332.66,129.05,451.13,236.80,391.89,182.93
110,0,0,332.75,129.28,450.20,236.80,391.48,183.04
111,0,0,324.67,129.05,446.19,237.48,385.43,183.26
112,0,0,316.59,128.82,442.18,238.16,379.38,183.49
113,0,0,316.14,128.82,437.89,236.33,377.01,182.57
114,0,0,315.68,128.82,433.60,234.50,374.64,181.66
115,0,0,304.11,129.05,422.02,234.73,363.06,181.89
116,0,0,307.06,129.28,424.98,234.95,366.02,182.12
117,0,0,287.54,129.73,405.45,235.41,346.5,182.57
118,0,0,268.02,130.19,385.93,235.86,326.98,183.03
119,0,0,244.41,129.73,362.33,235.41,303.37,182.57
120,0,0,235.48,130.34,353.40,236.01,294.44,183.18
121,0,0,226.55,130.94,344.47,236.62,285.51,183.78
122,0,0,217.63,131.55,335.54,237.22,276.59,184.38
123,0,0,211.27,131.32,329.19,237.00,270.23,184.16
124,0,0,204.92,131.09,322.83,236.77,263.88,183.93
125,0,0,206.36,131.55,324.27,237.22,265.31,184.38
126,0,0,207.80,132.00,325.72,237.68,266.76,184.84
127,0,0,209.24,132.46,327.16,238.13,268.2,185.3
128,0,0,210.69,132.91,328.60,238.59,269.64,185.75
129,0,0,216.62,132.55,334.54,238.22,275.58,185.38
130,0,0,222.56,132.18,340.48,237.86,281.52,185.02
131,0,0,228.50,131.82,346.41,237.50,287.46,184.66
132,0,0,234.43,131.46,352.35,237.13,293.39,184.3
133,0,0,240.37,131.09,358.29,236.77,299.33,183.93
134,0,0,244.43,131.44,362.35,237.11,303.39,184.28
135,0,0,248.49,131.78,366.41,237.45,307.45,184.62
136,0,0,252.55,132.12,370.46,237.79,311.5,184.95
137,0,0,256.61,132.46,374.52,238.13,315.56,185.3
138,0,0,256.31,132.23,374.23,237.90,315.27,185.06
139,0,0,256.02,132.00,373.94,237.68,314.98,184.84
140,0,0,255.73,131.78,373.65,237.45,314.69,184.62
141,0,0,255.44,131.55,373.35,237.22,314.39,184.38
142,0,0,255.14,131.32,373.06,237.00,314.1,184.16
143,0,0,254.85,131.09,372.77,236.77,313.81,183.93
144,0,0,254.52,130.94,371.83,236.51,313.18,183.72
145,0,0,254.18,130.78,370.89,236.25,312.53,183.51
146,0,0,253.24,130.92,369.35,236.29,311.3,183.6
147,0,0,252.30,131.06,367.80,236.34,310.05,183.7
148,0,0,251.36,131.20,366.26,236.38,308.81,183.79
149,0,0,250.42,131.35,364.72,236.42,307.57,183.88
150,0,0,249.48,131.49,363.17,236.46,306.32,183.98
151,0,0,248.54,131.63,361.63,236.51,305.08,184.07
152,0,0,220.99,131.42,335.39,236.91,278.19,184.16
153,0,0,209.16,130.36,324.86,236.48,267.01,183.42
154,0,0,197.32,129.30,314.34,236.04,255.83,182.67
155,0,0,185.49,128.24,303.82,235.61,244.66,181.93
156,0,0,173.65,127.18,293.30,235.17,233.48,181.18
157,0,0,161.82,126.12,282.78,234.74,222.3,180.43
158,0,0,152.46,125.09,274.73,234.33,213.6,179.71
159,0,0,143.10,124.05,266.68,233.91,204.89,178.98
160,0,0,137.37,122.56,262.27,233.05,199.82,177.81
161,0,0,131.65,121.07,257.85,232.18,194.75,176.62
162,0,0,133.37,117.00,260.89,228.73,197.13,172.87
163,0,0,132.14,115.19,260.98,227.55,196.56,171.37
164,0,0,138.18,117.02,268.33,230.00,203.25,173.51
165,0,0,153.39,116.85,283.54,229.83,218.47,173.34
166,0,0,168.60,116.68,298.74,229.66,233.67,173.17
167,0,0,183.81,116.51,313.95,229.49,248.88,173.0
168,0,0,199.01,116.34,329.16,229.32,264.09,172.83
169,0,0,214.22,116.17,344.37,229.15,279.3,172.66
170,0,0,229.43,116.00,359.58,228.98,294.5,172.49
171,0,0,244.64,115.83,374.78,228.81,309.71,172.32
172,0,0,259.85,115.66,389.99,228.64,324.92,172.15
173,0,0,260.06,115.59,390.05,228.62,325.06,172.11
174,0,0,260.28,115.53,390.12,228.60,325.2,172.06
175,0,0,260.50,115.46,390.18,228.58,325.34,172.02
176,0,0,260.72,115.39,390.24,228.56,325.48,171.97
177,0,0,260.93,115.33,390.30,228.54,325.62,171.94
178,0,0,261.15,115.26,390.37,228.53,325.76,171.9
179,0,0,261.37,115.20,390.43,228.51,325.9,171.85
180,0,0,261.59,115.13,390.49,228.49,326.04,171.81
181,0,0,261.81,115.06,390.55,228.47,326.18,171.76
182,0,0,262.02,115.00,390.62,228.45,326.32,171.72
183,0,0,262.24,114.93,390.68,228.43,326.46,171.68
184,0,0,262.46,114.87,390.74,228.41,326.6,171.64
185,0,0,262.68,114.80,390.80,228.39,326.74,171.59
186,0,0,262.89,114.73,390.87,228.37,326.88,171.55
187,0,0,263.11,114.67,390.93,228.36,327.02,171.52
188,0,0,263.33,114.60,390.99,228.34,327.16,171.47
189,0,0,263.55,114.54,391.05,228.32,327.3,171.43
190,0,0,263.76,114.47,391.12,228.30,327.44,171.38
191,0,0,263.98,114.40,391.18,228.28,327.58,171.34
192,0,0,264.20,114.34,391.24,228.26,327.72,171.3
193,0,0,264.39,114.91,390.53,228.88,327.46,171.89
194,0,0,264.58,115.48,389.81,229.50,327.19,172.49
195,0,0,264.78,116.04,389.09,230.11,326.93,173.08
196,0,0,273.18,117.26,396.59,231.38,334.88,174.32
197,0,0,281.59,118.48,404.09,232.64,342.84,175.56
198,0,0,289.99,119.70,411.59,233.91,350.79,176.81
199,0,0,298.40,120.92,419.08,235.17,358.74,178.04
200,0,0,306.81,122.14,426.58,236.44,366.69,179.29
201,0,0,315.21,123.35,434.08,237.70,374.64,180.52
202,0,0,323.62,124.57,441.58,238.97,382.6,181.77
203,0,0,320.45,125.21,438.00,238.16,379.23,181.69
204,0,0,317.28,125.85,434.42,237.35,375.85,181.6
205,0,0,314.10,126.48,430.84,236.54,372.47,181.51
206,0,0,310.93,127.12,427.26,235.73,369.1,181.43
207,0,0,307.76,127.76,423.69,234.92,365.73,181.34
208,0,0,304.59,128.39,420.11,234.11,362.35,181.25
209,0,0,301.42,129.03,416.53,233.30,358.98,181.17
210,0,0,299.80,122.92,414.51,237.70,357.15,180.31
211,0,0,288.27,124.74,402.98,236.70,345.62,180.72
212,0,0,276.74,126.55,391.44,235.70,334.09,181.12
213,0,0,265.21,128.37,379.91,234.70,322.56,181.53
214,0,0,253.68,130.19,368.38,233.70,311.03,181.94
215,0,0,242.14,132.00,356.85,232.70,299.5,182.35
216,0,0,230.80,133.36,345.50,234.06,288.15,183.71
217,0,0,224.17,132.91,338.87,233.61,281.52,183.26
218,0,0,224.35,133.02,339.06,233.72,281.7,183.37
219,0,0,224.53,133.14,339.24,233.83,281.88,183.49
220,0,0,224.71,133.25,339.42,233.95,282.06,183.6
221,0,0,224.89,133.36,339.60,234.06,282.25,183.71
222,0,0,224.92,133.26,339.61,234.05,282.26,183.66
223,0,0,224.94,133.16,339.61,234.04,282.27,183.6
224,0,0,224.96,133.06,339.62,234.02,282.29,183.54
225,0,0,224.98,132.96,339.63,234.01,282.31,183.49
226,0,0,225.00,132.86,339.63,234.00,282.31,183.43
227,0,0,225.02,132.75,339.64,233.99,282.33,183.37
228,0,0,225.05,132.65,339.65,233.97,282.35,183.31
229,0,0,225.07,132.55,339.65,233.96,282.36,183.25
230,0,0,225.09,132.45,339.66,233.95,282.38,183.2
231,0,0,225.11,132.35,339.67,233.94,282.39,183.14
232,0,0,225.13,132.25,339.67,233.92,282.4,183.08
233,0,0,225.16,132.14,339.68,233.91,282.42,183.02
234,0,0,225.18,132.04,339.68,233.90,282.43,182.97
235,0,0,225.20,131.94,339.69,233.89,282.44,182.91
236,0,0,225.22,131.84,339.70,233.87,282.46,182.86
237,0,0,225.24,131.74,339.70,233.86,282.47,182.8
238,0,0,225.27,131.64,339.71,233.85,282.49,182.75
239,0,0,225.29,131.54,339.72,233.84,282.5,182.69
240,0,0,225.31,131.43,339.72,233.82,282.51,182.62
241,0,0,225.33,131.33,339.73,233.81,282.53,182.57
242,0,0,225.35,131.23,339.74,233.80,282.55,182.51
243,0,0,225.30,126.98,339.67,225.20,282.49,176.09
244,0,0,225.25,105.82,339.61,205.82,282.43,155.82
245,0,0,225.20,93.47,339.54,195.26,282.37,144.37
246,0,0,225.15,81.13,339.47,184.70,282.31,132.91
247,0,0,225.10,68.79,339.41,174.14,282.25,121.47
248,0,0,225.05,56.44,339.34,163.58,282.19,110.01
249,0,0,225.00,44.10,339.28,153.02,282.14,98.56
250,0,0,224.95,31.76,339.21,142.46,282.08,87.11
251,0,0,224.90,19.42,339.15,131.90,282.02,75.66
252,0,0,221.05,9.71,341.19,122.35,281.12,66.03
253,0,0,217.20,0.00,343.23,112.80,280.22,56.4
254,0,0,216.75,4.99,342.78,117.79,279.76,61.39
255,0,0,215.84,11.80,341.87,124.60,278.86,68.2
256,0,0,215.15,12.33,342.86,129.75,279.0,71.04
257,0,0,214.47,12.86,343.84,134.90,279.15,73.88
258,0,0,213.10,37.23,344.14,155.00,278.62,96.12
259,0,0,211.28,39.95,342.33,157.72,276.81,98.84
260,0,0,213.10,50.85,344.14,171.11,278.62,110.98
261,0,0,213.10,84.44,344.14,207.20,278.62,145.82
262,0,0,214.46,111.22,345.50,230.40,279.98,170.81
263,0,0,212.19,114.40,343.23,237.16,277.71,175.78
264,0,0,212.79,124.24,342.78,245.04,277.78,184.64
265,0,0,213.40,134.07,342.33,252.92,277.87,193.5
266,0,0,214.00,143.91,341.87,260.80,277.94,202.36
267,0,0,214.13,143.36,342.00,260.25,278.06,201.81
268,0,0,214.26,142.81,342.13,259.70,278.19,201.25
269,0,0,214.39,142.26,342.26,259.15,278.32,200.7
270,0,0,214.52,141.71,342.39,258.59,278.45,200.15
271,0,0,214.65,141.15,342.52,258.04,278.58,199.6
272,0,0,214.78,140.60,342.65,257.49,278.71,199.05
273,0,0,214.91,140.05,342.78,256.94,278.84,198.5
274,0,0,215.04,139.50,342.91,256.39,278.98,197.94
275,0,0,215.17,138.95,343.04,255.84,279.11,197.39
276,0,0,215.30,138.40,343.17,255.29,279.24,196.84
277,0,0,215.43,137.85,343.30,254.74,279.37,196.3
278,0,0,215.56,137.30,343.43,254.18,279.5,195.74
279,0,0,215.69,136.74,343.56,253.63,279.62,195.19
280,0,0,215.82,136.19,343.69,253.08,279.75,194.63
281,0,0,216.11,136.23,343.75,252.83,279.93,194.53
282,0,0,216.40,136.26,343.82,252.57,280.11,194.41
283,0,0,216.69,136.29,343.88,252.31,280.28,194.3
284,0,0,216.99,136.32,343.95,252.06,280.47,194.19
285,0,0,217.28,136.36,344.01,251.80,280.64,194.08
286,0,0,217.57,136.39,344.08,251.55,280.82,193.97
287,0,0,217.86,136.42,344.14,251.29,281.0,193.85
288,0,0,217.46,136.73,343.51,251.31,280.49,194.02
289,0,0,217.05,137.04,342.88,251.33,279.97,194.19
290,0,0,216.65,137.35,342.24,251.35,279.44,194.35
291,0,0,216.24,137.65,341.61,251.37,278.93,194.51
292,0,0,218.50,163.35,339.58,278.60,279.04,220.98
293,0,0,218.75,167.25,341.63,281.30,280.19,224.28
294,0,0,219.00,171.15,343.69,284.00,281.35,227.57
295,0,0,218.70,181.89,343.38,294.74,281.04,238.31
296,0,0,218.39,192.64,343.08,305.49,280.74,249.06
297,0,0,218.09,203.38,342.78,316.23,280.44,259.81
298,0,0,219.90,209.28,342.55,320.77,281.23,265.02
299,0,0,221.70,215.18,342.32,325.30,282.01,270.24
300,0,0,223.52,235.16,344.14,345.28,283.83,290.22
301,0,0,223.06,244.01,343.69,352.64,283.38,298.32
302,0,0,222.61,252.86,343.23,360.00,282.92,306.43
303,0,0,223.50,267.85,340.51,360.00,282.0,313.93
304,1,0,224.40,282.83,337.79,360.00,281.1,321.41
305,1,0,222.58,292.36,335.97,360.00,279.28,326.18
306,1,0,226.22,301.44,339.60,360.00,282.91,330.72
307,1,0,226.22,301.44,339.60,360.00,282.91,330.72
308,1,1,225.76,315.97,339.15,360.00,282.45,337.99
312,0,0,250.00,342.00,338.00,359.00,294.0,350.5
313,0,1,250.00,342.00,338.00,359.00,294.0,350.5
313,0,0,250.00,342.00,338.00,359.00,294.0,350.5
314,0,1,250.00,342.00,338.00,359.00,294.0,350.5
314,0,0,250.00,342.00,338.00,359.00,294.0,350.5
315,0,1,250.00,342.00,338.00,359.00,294.0,350.5
315,0,0,250.00,342.00,338.00,359.00,294.0,350.5
316,0,1,250.00,342.00,338.00,359.00,294.0,350.5
316,0,0,250.00,342.00,338.00,359.00,294.0,350.5
317,0,1,250.00,342.00,338.00,359.00,294.0,350.5
317,0,0,250.00,342.00,338.00,359.00,294.0,350.5
318,0,1,250.00,342.00,338.00,359.00,294.0,350.5
318,0,0,250.00,342.00,338.00,359.00,294.0,350.5
319,0,1,250.00,342.00,338.00,359.00,294.0,350.5
319,0,0,250.00,342.00,338.00,359.00,294.0,350.5
320,0,1,250.00,342.00,338.00,359.00,294.0,350.5
320,0,0,250.00,342.00,338.00,359.00,294.0,350.5
321,0,1,250.00,342.00,338.00,359.00,294.0,350.5
321,0,0,250.00,342.00,338.00,359.00,294.0,350.5
322,0,1,250.00,342.00,338.00,359.00,294.0,350.5
322,0,0,250.00,342.00,338.00,359.00,294.0,350.5
323,0,1,250.00,342.00,338.00,359.00,294.0,350.5
323,0,0,250.00,342.00,338.00,359.00,294.0,350.5
324,0,1,250.00,342.00,338.00,359.00,294.0,350.5
324,0,0,250.00,342.00,338.00,359.00,294.0,350.5
325,0,1,250.00,342.00,338.00,359.00,294.0,350.5
325,0,0,250.00,342.00,338.00,359.00,294.0,350.5
326,0,1,250.00,342.00,338.00,359.00,294.0,350.5
326,0,0,250.00,342.00,338.00,359.00,294.0,350.5
327,0,1,250.00,342.00,338.00,359.00,294.0,350.5
327,0,0,250.00,342.00,338.00,359.00,294.0,350.5
328,0,1,250.00,342.00,338.00,359.00,294.0,350.5
328,0,0,250.00,342.00,338.00,359.00,294.0,350.5
329,0,1,250.00,342.00,338.00,359.00,294.0,350.5
329,0,0,250.00,342.00,338.00,359.00,294.0,350.5
330,0,1,250.00,342.00,338.00,359.00,294.0,350.5
330,0,0,250.00,342.00,338.00,359.00,294.0,350.5
331,0,1,250.00,342.00,338.00,359.00,294.0,350.5
331,0,0,250.00,342.00,338.00,359.00,294.0,350.5
332,0,1,250.00,342.00,338.00,359.00,294.0,350.5
332,0,0,250.00,342.00,338.00,359.00,294.0,350.5
333,0,1,250.00,342.00,338.00,359.00,294.0,350.5
333,0,0,250.00,342.00,338.00,359.00,294.0,350.5
334,0,1,250.00,342.00,338.00,359.00,294.0,350.5
334,0,0,250.00,342.00,338.00,359.00,294.0,350.5
335,0,1,250.00,342.00,338.00,359.00,294.0,350.5
335,0,0,250.00,342.00,338.00,359.00,294.0,350.5
336,0,1,250.00,342.00,338.00,359.00,294.0,350.5
336,0,0,250.00,342.00,338.00,359.00,294.0,350.5
337,0,1,250.00,342.00,338.00,359.00,294.0,350.5
337,0,0,250.00,342.00,338.00,359.00,294.0,350.5
338,0,1,250.00,342.00,338.00,359.00,294.0,350.5
338,0,0,250.00,342.00,338.00,359.00,294.0,350.5
339,0,1,250.00,342.00,338.00,359.00,294.0,350.5
339,0,0,250.00,342.00,338.00,359.00,294.0,350.5
340,0,1,250.00,342.00,338.00,359.00,294.0,350.5
340,0,0,250.00,342.00,338.00,359.00,294.0,350.5
341,0,1,250.00,342.00,338.00,359.00,294.0,350.5
341,0,0,250.00,342.00,338.00,359.00,294.0,350.5
342,0,1,250.00,342.00,338.00,359.00,294.0,350.5
342,0,0,250.00,342.00,338.00,359.00,294.0,350.5
343,0,1,250.00,342.00,338.00,359.00,294.0,350.5
343,0,0,250.00,342.00,338.00,359.00,294.0,350.5
344,0,1,250.00,342.00,338.00,359.00,294.0,350.5
344,0,0,250.00,342.00,338.00,359.00,294.0,350.5
345,0,1,250.00,342.00,338.00,359.00,294.0,350.5
345,0,0,250.00,342.00,338.00,359.00,294.0,350.5
346,0,1,250.00,342.00,338.00,359.00,294.0,350.5
346,0,0,250.00,342.00,338.00,359.00,294.0,350.5
347,0,1,250.00,342.00,338.00,359.00,294.0,350.5
347,0,0,250.00,342.00,338.00,359.00,294.0,350.5
348,0,1,250.00,342.00,338.00,359.00,294.0,350.5
348,0,0,250.00,342.00,338.00,359.00,294.0,350.5
349,0,1,250.00,342.00,338.00,359.00,294.0,350.5
349,0,0,250.00,342.00,338.00,359.00,294.0,350.5
350,0,1,250.00,342.00,338.00,359.00,294.0,350.5
350,0,0,250.00,342.00,338.00,359.00,294.0,350.5
351,0,1,250.00,342.00,338.00,359.00,294.0,350.5
351,0,0,250.00,342.00,338.00,359.00,294.0,350.5
352,0,1,250.00,342.00,338.00,359.00,294.0,350.5
352,0,0,250.00,342.00,338.00,359.00,294.0,350.5
353,0,1,250.00,342.00,338.00,359.00,294.0,350.5
353,0,0,250.00,342.00,338.00,359.00,294.0,350.5
354,0,1,250.00,342.00,338.00,359.00,294.0,350.5
354,0,0,250.00,342.00,338.00,359.00,294.0,350.5
355,0,1,250.00,342.00,338.00,359.00,294.0,350.5
355,0,0,250.00,342.00,338.00,359.00,294.0,350.5
356,0,1,250.00,342.00,338.00,359.00,294.0,350.5
356,0,0,250.00,342.00,338.00,359.00,294.0,350.5
357,0,1,250.00,342.00,338.00,359.00,294.0,350.5
357,0,0,250.00,342.00,338.00,359.00,294.0,350.5
358,0,1,250.00,342.00,338.00,359.00,294.0,350.5
358,0,0,250.00,342.00,338.00,359.00,294.0,350.5
359,0,1,250.00,342.00,338.00,359.00,294.0,350.5
359,0,0,250.00,342.00,338.00,359.00,294.0,350.5
360,0,1,250.00,342.00,338.00,359.00,294.0,350.5
360,0,0,250.00,342.00,338.00,359.00,294.0,350.5
361,0,1,250.00,342.00,338.00,359.00,294.0,350.5
361,0,0,250.00,342.00,338.00,359.00,294.0,350.5
362,0,1,250.00,342.00,338.00,359.00,294.0,350.5
362,0,0,250.00,342.00,338.00,359.00,294.0,350.5
363,0,1,250.00,342.00,338.00,359.00,294.0,350.5
363,0,0,250.00,342.00,338.00,359.00,294.0,350.5
364,0,1,250.00,342.00,338.00,359.00,294.0,350.5
364,0,0,250.00,342.00,338.00,359.00,294.0,350.5
365,0,1,250.00,342.00,338.00,359.00,294.0,350.5
365,0,0,250.00,342.00,338.00,359.00,294.0,350.5
366,0,1,250.00,342.00,338.00,359.00,294.0,350.5
366,0,0,250.00,342.00,338.00,359.00,294.0,350.5
367,0,1,250.00,342.00,338.00,359.00,294.0,350.5
367,0,0,250.00,342.00,338.00,359.00,294.0,350.5
368,0,1,250.00,342.00,338.00,359.00,294.0,350.5
368,0,0,250.00,342.00,338.00,359.00,294.0,350.5
369,0,1,250.00,342.00,338.00,359.00,294.0,350.5
369,0,0,250.00,342.00,338.00,359.00,294.0,350.5
370,0,1,250.00,342.00,338.00,359.00,294.0,350.5
370,0,0,250.00,342.00,338.00,359.00,294.0,350.5
371,0,1,250.00,342.00,338.00,359.00,294.0,350.5
371,0,0,250.00,342.00,338.00,359.00,294.0,350.5
372,0,1,250.00,342.00,338.00,359.00,294.0,350.5
372,0,0,250.00,342.00,338.00,359.00,294.0,350.5
373,0,1,250.00,342.00,338.00,359.00,294.0,350.5
373,0,0,250.00,342.00,338.00,359.00,294.0,350.5
374,0,1,250.00,342.00,338.00,359.00,294.0,350.5
374,0,0,250.00,342.00,338.00,359.00,294.0,350.5
375,0,1,250.00,342.00,338.00,359.00,294.0,350.5
375,0,0,250.00,342.00,338.00,359.00,294.0,350.5
376,0,1,250.00,342.00,338.00,359.00,294.0,350.5
376,0,0,250.00,342.00,338.00,359.00,294.0,350.5
377,0,1,250.00,342.00,338.00,359.00,294.0,350.5
377,0,0,250.00,342.00,338.00,359.00,294.0,350.5
378,0,1,250.00,342.00,338.00,359.00,294.0,350.5
378,0,0,250.00,342.00,338.00,359.00,294.0,350.5
379,0,1,250.00,342.00,338.00,359.00,294.0,350.5
379,0,0,250.00,342.00,338.00,359.00,294.0,350.5
380,0,1,250.00,342.00,338.00,359.00,294.0,350.5
380,0,0,250.00,342.00,338.00,359.00,294.0,350.5
381,0,1,250.00,342.00,338.00,359.00,294.0,350.5
381,0,0,250.00,342.00,338.00,359.00,294.0,350.5
382,0,1,250.00,342.00,338.00,359.00,294.0,350.5
382,0,0,250.00,342.00,338.00,359.00,294.0,350.5
383,0,1,250.00,342.00,338.00,359.00,294.0,350.5
383,0,0,250.00,342.00,338.00,359.00,294.0,350.5
384,0,1,250.00,342.00,338.00,359.00,294.0,350.5
384,0,0,250.00,342.00,338.00,359.00,294.0,350.5
385,0,1,250.00,342.00,338.00,359.00,294.0,350.5
385,0,0,250.00,342.00,338.00,359.00,294.0,350.5
386,0,1,250.00,342.00,338.00,359.00,294.0,350.5
386,0,0,250.00,342.00,338.00,359.00,294.0,350.5
387,0,1,250.00,342.00,338.00,359.00,294.0,350.5
387,0,0,250.00,342.00,338.00,359.00,294.0,350.5
388,0,1,250.00,342.00,338.00,359.00,294.0,350.5
388,0,0,250.00,342.00,338.00,359.00,294.0,350.5
389,0,1,250.00,342.00,338.00,359.00,294.0,350.5
389,0,0,250.00,342.00,338.00,359.00,294.0,350.5
