frame,occluded,outside,xmin,ymin,xmax,ymax,obj_center_x,obj_center_y
362,0,0,251.21,111.87,343.37,207.40,297.29,159.63
363,0,0,251.18,111.87,343.53,207.40,297.36,159.63
364,0,0,251.15,111.87,343.70,207.40,297.43,159.63
365,0,0,251.11,111.87,343.87,207.40,297.49,159.63
366,0,0,251.08,111.87,344.04,207.40,297.56,159.63
367,0,0,251.04,111.87,344.21,207.40,297.62,159.63
368,0,0,251.01,111.87,344.38,207.40,297.69,159.63
369,0,0,250.97,111.87,344.54,207.40,297.75,159.63
370,0,0,250.94,111.87,344.71,207.40,297.82,159.63
371,0,0,250.91,111.87,344.88,207.40,297.89,159.63
372,0,0,250.87,111.87,345.05,207.40,297.96,159.63
373,0,0,250.84,111.87,345.22,207.40,298.03,159.63
374,0,0,250.80,111.87,345.39,207.40,298.1,159.63
375,0,0,250.77,111.87,345.55,207.40,298.16,159.63
376,0,0,250.73,111.87,345.72,207.40,298.23,159.63
377,0,0,250.70,111.87,345.89,207.40,298.29,159.63
378,0,0,248.05,111.87,346.06,207.40,297.06,159.63
379,0,0,245.40,111.87,346.23,207.40,295.81,159.63
380,0,0,243.45,111.87,346.40,207.40,294.92,159.63
381,0,0,241.50,111.87,346.56,207.40,294.03,159.63
382,0,0,239.55,111.87,346.73,207.40,293.14,159.63
383,0,0,237.60,111.87,346.90,207.40,292.25,159.63
384,0,0,233.20,111.87,346.90,207.40,290.05,159.63
385,0,0,233.16,111.97,347.00,207.42,290.08,159.69
386,0,0,233.12,112.07,347.11,207.45,290.12,159.76
387,0,0,233.08,112.17,347.21,207.47,290.14,159.82
388,0,0,233.04,112.27,347.32,207.49,290.18,159.88
389,0,0,233.01,112.37,347.42,207.52,290.22,159.94
390,0,0,232.97,112.47,347.52,207.54,290.25,160.0
391,0,0,232.93,112.57,347.63,207.56,290.28,160.06
392,0,0,232.89,112.67,347.73,207.58,290.31,160.12
393,0,0,232.85,112.77,347.83,207.61,290.34,160.19
394,0,0,232.81,112.87,347.94,207.63,290.38,160.25
395,0,0,232.77,112.97,348.04,207.65,290.41,160.31
396,0,0,232.73,113.07,348.15,207.68,290.44,160.38
397,0,0,232.69,113.18,348.25,207.70,290.47,160.44
398,0,0,232.65,113.28,348.35,207.72,290.5,160.5
399,0,0,232.62,113.38,348.46,207.75,290.54,160.56
400,0,0,232.58,113.48,348.56,207.77,290.57,160.62
401,0,0,232.54,113.58,348.67,207.79,290.61,160.69
402,0,0,232.50,113.68,348.77,207.82,290.63,160.75
403,0,0,232.46,113.78,348.87,207.84,290.67,160.81
404,0,0,232.42,113.88,348.98,207.86,290.7,160.87
405,0,0,232.38,113.98,349.08,207.88,290.73,160.93
406,0,0,232.34,114.08,349.18,207.91,290.76,161.0
407,0,0,232.30,114.18,349.29,207.93,290.8,161.06
408,0,0,232.26,114.28,349.39,207.95,290.82,161.12
409,0,0,232.23,114.38,349.50,207.98,290.87,161.18
410,0,0,232.19,114.48,349.60,208.00,290.89,161.24
411,0,0,231.64,82.92,351.20,189.60,291.42,136.26
412,0,0,218.39,51.41,353.20,175.40,285.79,113.41
413,0,0,219.90,39.57,356.24,166.10,288.07,102.84
414,0,0,220.39,17.44,356.74,156.30,288.56,86.87
415,0,0,217.07,6.26,359.68,145.34,288.38,75.8
416,1,0,213.75,0.00,362.63,139.30,288.19,69.65
417,1,0,211.42,0.00,366.57,139.20,289.0,69.6
418,1,0,209.08,0.00,370.50,139.10,289.79,69.55
419,1,0,209.33,0.00,370.75,143.30,290.04,71.65
420,1,0,209.57,0.00,370.99,147.50,290.28,73.75
421,1,0,197.70,1.48,376.89,156.80,287.29,79.14
422,0,0,186.39,0.00,382.30,207.00,284.35,103.5
423,0,0,185.90,5.90,380.30,228.10,283.1,117.0
424,0,0,186.39,32.95,380.79,255.15,283.59,144.05
425,0,0,186.76,32.50,380.79,253.67,283.77,143.08
426,0,0,187.12,32.05,380.79,252.20,283.96,142.12
427,0,0,187.49,31.60,380.79,250.72,284.14,141.16
428,0,0,187.86,31.15,380.79,249.24,284.33,140.19
429,0,0,188.23,30.70,380.79,247.76,284.51,139.23
430,0,0,188.59,30.25,380.79,246.29,284.69,138.27
431,0,0,188.96,29.80,380.79,244.81,284.88,137.31
432,0,0,189.33,29.35,380.79,243.33,285.06,136.34
433,0,0,189.69,28.89,380.79,241.86,285.24,135.38
434,0,0,190.06,28.44,380.79,240.38,285.43,134.41
435,0,0,190.43,27.99,380.79,238.90,285.61,133.44
436,0,0,190.79,27.54,380.79,237.42,285.79,132.48
437,0,0,191.16,27.09,380.79,235.95,285.98,131.52
438,0,0,191.53,26.64,380.79,234.47,286.16,130.56
439,0,0,191.90,26.19,380.79,232.99,286.35,129.59
440,0,0,192.26,25.74,380.79,231.52,286.52,128.63
441,0,0,192.63,25.29,380.79,230.04,286.71,127.66
442,0,0,193.00,24.84,380.79,228.56,286.89,126.7
443,0,0,193.36,24.39,380.79,227.09,287.08,125.74
444,0,0,193.73,23.94,380.79,225.61,287.26,124.78
445,0,0,194.10,23.49,380.79,224.13,287.44,123.81
446,0,0,194.47,23.03,380.79,222.65,287.63,122.84
447,0,0,194.83,22.58,380.79,221.18,287.81,121.88
448,0,0,195.20,22.13,380.79,219.70,288.0,120.91
449,0,0,213.90,0.00,369.00,155.30,291.45,77.65
450,0,0,217.10,2.46,370.72,154.80,293.91,78.63
451,0,0,220.30,4.92,372.43,154.30,296.37,79.61
452,0,0,222.17,6.39,369.78,152.43,295.97,79.41
453,0,0,223.30,4.43,366.39,155.00,294.85,79.72
454,0,0,225.58,2.13,364.15,155.70,294.87,78.91
455,0,0,230.07,13.12,364.13,160.15,297.1,86.64
456,0,0,234.56,24.10,364.10,164.60,299.33,94.35
457,0,0,234.56,45.49,361.15,176.66,297.86,111.07
458,0,0,234.56,86.56,358.20,208.40,296.38,147.48
459,0,0,235.05,121.72,356.70,236.70,295.88,179.21
460,0,0,235.55,156.89,355.20,265.00,295.38,210.94
461,0,0,233.09,193.28,350.30,295.00,291.69,244.14
462,0,0,235.05,220.82,352.27,322.54,293.66,271.68
463,0,0,237.02,248.36,354.23,350.08,295.62,299.22
464,0,0,237.41,248.44,354.44,349.25,295.93,298.85
465,0,0,237.80,248.53,354.64,348.41,296.22,298.47
466,0,0,238.19,248.61,354.84,347.57,296.51,298.09
467,0,0,238.58,248.69,355.05,346.74,296.81,297.72
468,0,0,238.97,248.77,355.25,345.90,297.11,297.33
469,0,0,239.36,248.85,355.45,345.07,297.4,296.96
470,0,0,236.96,244.67,352.87,339.97,294.92,292.32
471,0,0,239.48,226.72,355.20,321.10,297.34,273.91
472,0,0,238.99,208.52,354.71,302.90,296.85,255.71
473,0,0,238.50,190.33,354.22,284.71,296.36,237.52
474,0,0,238.50,168.36,354.22,262.74,296.36,215.55
475,0,0,238.50,146.39,354.22,240.77,296.36,193.58
476,0,0,238.50,124.43,354.22,218.81,296.36,171.62
477,0,0,237.92,102.95,353.64,197.33,295.78,150.14
478,0,0,237.35,81.48,353.07,175.85,295.21,128.66
479,0,0,237.51,76.23,353.23,170.61,295.37,123.42
480,0,0,236.04,61.05,351.76,155.43,293.9,108.24
481,0,0,236.28,60.80,352.00,155.18,294.14,107.99
482,0,0,236.53,60.54,352.25,154.92,294.39,107.73
483,0,0,236.77,60.28,352.50,154.66,294.63,107.47
484,0,0,237.02,60.02,352.74,154.40,294.88,107.21
485,0,0,237.27,59.77,352.99,154.14,295.13,106.95
486,0,0,237.51,59.51,353.23,153.89,295.37,106.7
487,0,0,236.51,65.41,353.23,159.29,294.87,112.35
488,0,0,235.50,71.31,353.23,164.70,294.37,118.0
489,0,0,235.99,74.26,353.73,167.65,294.86,120.96
490,0,0,236.48,77.21,354.22,170.60,295.35,123.91
491,0,0,236.98,80.17,354.71,173.55,295.84,126.86
492,0,0,236.58,86.66,354.32,180.04,295.45,133.35
493,0,0,236.19,93.15,353.92,186.54,295.06,139.84
494,0,0,235.80,99.64,353.53,193.03,294.66,146.34
495,0,0,235.40,106.13,353.14,199.52,294.27,152.82
496,0,0,235.01,112.62,352.74,206.01,293.88,159.31
497,0,0,235.66,120.33,353.40,213.72,294.53,167.03
498,0,0,236.32,128.03,354.05,221.42,295.19,174.72
499,0,0,236.98,135.74,354.71,229.13,295.84,182.44
500,0,0,235.99,140.66,353.73,234.04,294.86,187.35
501,0,0,235.01,145.57,352.74,238.96,293.88,192.26
502,0,0,234.02,150.49,351.76,243.88,292.89,197.19
503,0,0,234.02,150.49,351.76,243.88,292.89,197.19
504,0,0,234.02,150.49,351.76,243.88,292.89,197.19
505,0,0,234.02,150.49,351.76,243.88,292.89,197.19
506,0,0,234.02,150.49,351.76,243.88,292.89,197.19
507,0,0,234.02,150.49,351.76,243.88,292.89,197.19
0,0,0,221.66,79.18,337.72,179.02,279.69,129.1
1,0,0,220.00,81.00,335.00,178.00,277.5,129.5
2,0,0,220.66,80.89,338.00,182.60,279.33,131.75
3,0,0,212.43,70.11,337.18,185.79,274.81,127.95
4,0,0,212.15,69.64,338.05,186.34,275.1,127.99
5,0,0,219.00,81.00,336.00,178.00,277.5,129.5
6,0,0,219.00,81.00,336.00,178.00,277.5,129.5
7,0,0,219.00,81.00,337.00,178.00,278.0,129.5
8,0,0,230.14,92.52,347.90,195.80,289.02,144.16
9,0,0,232.20,94.78,349.84,206.65,291.02,150.72
10,0,0,237.62,104.21,354.70,206.10,296.16,155.16
11,0,0,237.81,105.04,354.90,206.94,296.36,155.99
12,0,0,238.01,105.88,355.09,207.77,296.55,156.82
13,0,0,238.21,106.72,355.29,208.61,296.75,157.67
14,0,0,238.40,107.55,355.49,209.44,296.94,158.5
15,0,0,238.60,108.39,355.68,210.28,297.14,159.34
16,0,0,238.80,109.22,355.88,211.12,297.34,160.17
17,0,0,238.99,110.06,356.08,211.95,297.53,161.0
18,0,0,239.19,110.90,356.27,212.79,297.73,161.84
19,0,0,239.39,111.73,356.47,213.62,297.93,162.68
20,0,0,239.58,112.57,356.67,214.46,298.12,163.51
21,0,0,239.46,112.73,356.70,213.90,298.08,163.31
22,0,0,239.35,112.88,356.73,213.34,298.04,163.11
23,0,0,239.23,113.04,356.76,212.78,298.0,162.91
24,0,0,239.11,113.20,356.79,212.23,297.95,162.72
25,0,0,238.99,113.35,356.83,211.67,297.91,162.51
26,0,0,238.88,113.51,356.86,211.11,297.87,162.31
27,0,0,238.76,113.67,356.89,210.55,297.82,162.11
28,0,0,238.64,113.82,356.92,209.99,297.78,161.91
29,0,0,238.52,113.98,356.95,209.43,297.74,161.71
30,0,0,238.41,114.14,356.98,208.88,297.69,161.51
31,0,0,238.29,114.29,357.02,208.32,297.65,161.31
32,0,0,238.17,114.45,357.05,207.76,297.61,161.1
33,0,0,238.05,114.61,357.08,207.20,297.56,160.91
34,0,0,238.73,113.97,356.43,208.45,297.58,161.21
35,0,0,239.40,113.34,355.77,209.70,297.58,161.52
36,0,0,221.47,112.87,338.97,211.07,280.22,161.97
37,0,0,203.53,112.40,322.17,212.45,262.85,162.43
38,0,0,195.93,112.67,315.70,214.56,255.81,163.62
39,0,0,174.70,111.63,294.63,213.53,234.66,162.58
40,0,0,164.30,111.58,284.37,213.48,224.34,162.53
41,0,0,146.35,109.50,268.52,212.50,207.44,161.0
42,0,0,128.40,107.41,252.67,211.52,190.53,159.47
43,0,0,121.76,104.33,248.14,209.56,184.95,156.94
44,0,0,115.12,101.26,243.60,207.60,179.36,154.43
45,0,0,104.89,100.47,233.37,206.81,169.13,153.64
46,0,0,88.94,96.36,222.57,206.16,155.75,151.26
47,0,0,73.00,92.26,211.76,205.50,142.38,148.88
48,0,0,91.70,91.84,226.04,204.10,158.87,147.97
49,0,0,118.07,94.86,246.55,201.21,182.31,148.03
50,0,0,132.95,96.59,261.43,202.93,197.19,149.76
51,0,0,161.27,96.34,289.75,202.68,225.51,149.51
52,0,0,189.59,96.09,318.07,202.44,253.83,149.26
53,0,0,226.76,95.85,355.24,202.19,291.0,149.02
54,0,0,248.40,94.86,376.88,201.21,312.64,148.03
55,0,0,275.45,95.12,403.93,201.47,339.69,148.3
56,0,0,293.33,95.38,421.81,201.72,357.57,148.55
57,0,0,311.20,95.64,439.68,201.98,375.44,148.81
58,0,0,329.07,95.90,457.56,202.24,393.31,149.07
59,0,0,333.38,95.42,461.86,201.77,397.62,148.59
60,0,0,337.69,94.95,466.17,201.29,401.93,148.12
61,0,0,338.23,94.38,466.71,200.73,402.47,147.56
62,0,0,321.03,95.26,449.51,201.61,385.27,148.44
63,0,0,303.82,96.14,432.31,202.49,368.06,149.31
64,0,0,279.38,96.83,407.86,203.17,343.62,150.0
65,0,0,255.05,96.85,384.38,203.79,319.72,150.32
66,0,0,235.64,96.26,365.81,203.79,300.73,150.03
67,0,0,216.23,95.66,347.25,203.80,281.74,149.73
68,0,0,196.81,95.07,328.68,203.80,262.75,149.44
69,0,0,177.40,94.48,310.12,203.80,243.76,149.14
70,0,0,161.72,92.92,289.60,203.40,225.66,148.16
71,0,0,158.10,95.55,287.45,203.57,222.77,149.56
72,0,0,187.89,100.14,308.91,205.70,248.4,152.92
73,0,0,201.90,105.54,321.99,208.50,261.94,157.02
74,0,0,222.80,108.14,341.96,208.10,282.38,158.12
75,0,0,241.48,108.63,358.93,208.40,300.2,158.51
76,0,0,275.90,110.11,391.63,209.10,333.76,159.6
77,0,0,304.92,113.06,420.65,209.60,362.78,161.33
78,0,0,342.29,110.60,458.03,207.14,400.16,158.87
79,0,0,364.16,109.99,482.49,205.89,423.33,157.94
80,0,0,386.03,109.38,506.95,204.65,446.49,157.01
81,0,0,407.90,108.77,531.41,203.40,469.65,156.09
82,0,0,398.90,108.16,517.84,204.10,458.37,156.13
83,0,0,379.10,109.03,497.01,204.82,438.06,156.93
84,0,0,359.29,109.89,476.19,205.54,417.74,157.72
85,0,0,334.01,112.64,451.10,208.14,392.56,160.39
86,0,0,300.79,112.37,418.07,207.72,359.43,160.05
87,0,0,260.56,113.21,378.04,208.41,319.3,160.81
88,0,0,220.33,114.04,338.00,209.10,279.17,161.57
89,0,0,187.13,113.22,304.80,208.28,245.97,160.75
90,0,0,153.93,112.40,271.61,207.46,212.77,159.93
91,0,0,131.80,111.58,249.48,206.64,190.64,159.11
92,0,0,114.00,111.00,235.54,208.40,174.77,159.7
93,0,0,107.31,111.88,228.24,208.70,167.78,160.29
94,0,0,100.62,112.77,220.94,208.99,160.78,160.88
95,0,0,100.48,111.93,221.67,208.55,161.07,160.24
96,0,0,100.33,111.09,222.40,208.10,161.37,159.59
97,0,0,125.25,112.08,247.32,209.08,186.28,160.58
98,0,0,150.16,113.06,272.24,210.07,211.2,161.56
99,0,0,175.08,114.04,297.15,211.05,236.12,162.55
100,0,0,177.55,114.17,296.54,210.44,237.05,162.31
101,0,0,180.01,114.29,295.92,209.83,237.97,162.06
102,0,0,207.55,114.41,320.39,209.21,263.97,161.81
103,0,0,235.10,114.54,344.86,208.60,289.98,161.57
104,0,0,249.40,115.77,362.98,209.91,306.19,162.84
105,0,0,241.51,115.52,355.28,209.74,298.39,162.63
106,0,0,233.62,115.27,347.58,209.58,290.6,162.43
107,0,0,221.98,113.80,339.05,208.18,280.51,160.99
108,0,0,210.34,112.32,330.53,206.78,270.44,159.55
109,0,0,207.56,113.06,325.70,207.60,266.63,160.33
110,0,0,187.36,110.04,308.86,206.24,248.11,158.14
111,0,0,179.00,108.00,298.91,205.87,238.96,156.94
112,0,0,160.81,104.48,286.51,204.02,223.66,154.25
113,0,0,149.50,103.91,280.98,205.12,215.24,154.51
114,0,0,128.46,101.13,259.96,204.01,194.21,152.57
115,0,0,127.10,99.34,258.62,203.89,192.86,151.62
116,0,0,120.90,97.05,251.05,203.27,185.98,150.16
117,0,0,114.71,94.76,243.48,202.65,179.09,148.71
118,0,0,141.95,94.32,272.05,203.87,207.0,149.09
119,0,0,140.67,93.88,272.10,205.10,206.38,149.49
120,0,0,170.20,97.81,296.20,209.03,233.2,153.42
121,0,0,192.06,97.64,317.51,208.41,254.78,153.03
122,0,0,213.92,97.46,338.82,207.79,276.37,152.62
123,0,0,235.78,97.29,360.13,207.17,297.95,152.23
124,0,0,257.64,97.11,381.44,206.54,319.54,151.82
125,0,0,279.50,96.94,402.75,205.92,341.12,151.43
126,0,0,290.67,96.76,416.83,205.30,353.75,151.03
127,0,0,301.84,96.59,430.91,204.67,366.38,150.63
128,0,0,306.73,96.09,436.24,203.73,371.49,149.91
129,0,0,311.63,95.60,441.58,202.79,376.61,149.19
130,0,0,310.40,95.36,440.79,202.10,375.6,148.73
131,0,0,303.02,96.58,430.44,200.85,366.73,148.72
132,0,0,295.65,97.81,420.10,199.60,357.88,148.7
133,0,0,282.12,97.81,406.08,201.10,344.1,149.45
134,0,0,268.60,97.81,392.07,202.60,330.34,150.2
135,0,0,251.39,97.08,377.33,201.35,314.36,149.22
136,0,0,234.17,96.34,362.60,200.10,298.38,148.22
137,0,0,216.96,96.34,345.39,200.10,281.18,148.22
138,0,0,203.19,96.59,331.62,200.35,267.4,148.47
139,0,0,189.42,96.83,317.85,200.59,253.63,148.71
140,0,0,200.98,102.00,325.97,202.80,263.48,152.4
141,0,0,212.53,107.16,334.10,205.00,273.31,156.08
142,0,0,232.70,108.14,353.75,205.00,293.23,156.57
143,0,0,252.86,109.13,373.40,205.00,313.13,157.06
144,0,0,284.34,110.11,401.40,203.50,342.87,156.81
145,0,0,313.35,113.55,430.42,206.94,371.88,160.25
146,0,0,339.91,112.32,456.97,205.71,398.44,159.01
147,0,0,366.47,111.09,483.53,204.48,425.0,157.78
148,0,0,389.09,108.14,506.15,206.50,447.62,157.32
149,0,0,391.79,108.39,508.86,206.75,450.33,157.57
150,0,0,394.50,108.64,511.56,206.99,453.03,157.81
151,0,0,376.06,109.13,493.38,206.75,434.72,157.94
152,0,0,357.62,109.62,475.20,206.50,416.41,158.06
153,0,0,334.99,111.09,452.58,207.98,393.78,159.53
154,0,0,312.37,112.57,429.95,209.45,371.16,161.01
155,0,0,273.02,113.06,390.61,209.94,331.81,161.5
156,0,0,260.03,113.07,377.45,209.73,318.74,161.4
157,0,0,247.03,113.08,364.29,209.52,305.66,161.3
158,0,0,234.04,113.09,351.13,209.31,292.58,161.2
159,0,0,221.04,113.10,337.97,209.09,279.5,161.09
160,0,0,218.95,113.11,335.72,208.88,277.34,161.0
161,0,0,216.86,113.12,333.46,208.67,275.16,160.89
162,0,0,214.76,113.13,331.20,208.46,272.98,160.8
163,0,0,214.98,112.83,331.25,207.93,273.12,160.38
164,0,0,215.19,112.52,331.30,207.40,273.25,159.96
165,0,0,226.79,113.55,344.38,210.43,285.58,161.99
166,0,0,227.79,113.34,345.10,209.50,286.44,161.42
167,0,0,228.78,113.13,345.83,208.56,287.31,160.84
168,0,0,229.78,112.91,346.55,207.62,288.17,160.26
169,0,0,230.77,112.70,347.28,206.69,289.02,159.69
170,0,0,231.77,112.49,348.00,205.75,289.88,159.12
171,0,0,232.76,112.27,348.73,204.81,290.75,158.54
