Frame,FPS,Distance_x,Distance_y,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,Prop_roi(%),Time,Roi_time,In_roi,Tracking_success,Refound_tracking,camera_pan,camera_tilt,object_pan1,object_tilt1,object_tilt2,object_pan2,img_center_x,img_center_y
37,18,0,0,0,0,0,0,51.0,3.56,1.81,,False,4,502,236,589,193,840,400,320,180
38,15,51,18,214,107,325,218,49.82,3.65,1.81,,True,5,502,236,605,193,840,382,320,180
39,16,54,17,211,108,322,218,48.76,3.73,1.81,,True,5,504,236,622,193,840,363,320,180
40,18,0,0,0,0,0,0,47.81,3.8,1.81,,False,5,506,236,639,193,840,347,320,180
41,19,0,0,0,0,0,0,46.93,3.87,1.81,,False,5,506,236,653,193,840,331,320,180
42,18,0,0,0,0,0,0,46.06,3.94,1.81,,False,5,506,236,669,193,840,314,320,180
43,15,117,21,147,103,259,215,45.12,4.02,1.81,,True,6,506,236,686,193,840,305,320,180
44,14,129,24,136,103,246,210,44.17,4.11,1.81,,True,6,511,236,686,193,840,305,320,180
45,17,137,24,128,103,238,209,43.36,4.19,1.81,,True,6,515,236,686,193,840,305,320,180
46,15,151,28,111,97,228,208,42.53,4.27,1.81,,True,6,521,236,686,193,840,305,320,180
47,14,161,29,99,94,220,208,41.67,4.36,1.81,,True,6,526,236,686,193,840,305,320,180
48,15,178,30,77,90,208,211,40.88,4.44,1.81,,True,6,535,236,686,193,840,305,320,180
49,15,170,31,87,90,214,208,40.12,4.52,1.81,,True,6,544,236,686,193,840,305,320,180
50,15,150,32,110,93,231,203,39.38,4.61,1.81,,True,6,552,236,686,194,840,305,320,180
51,15,129,31,131,94,252,204,38.66,4.7,1.81,,True,6,558,236,686,193,840,305,320,180
52,15,109,30,150,95,272,205,37.99,4.78,1.81,,True,6,564,236,686,193,840,308,320,180
53,16,80,31,180,96,300,203,37.36,4.86,1.81,,True,6,569,236,686,193,840,305,320,180
54,15,39,32,222,96,341,201,36.72,4.94,1.81,,True,6,572,236,686,193,840,305,320,180
55,15,14,31,245,95,368,204,36.11,5.03,1.81,,True,6,574,236,686,193,840,305,320,180
56,14,-16,31,274,94,399,205,35.47,5.12,1.81,,True,6,574,236,686,193,840,305,320,180
57,14,-37,32,296,94,418,203,37.82,5.2,1.96,,True,6,574,236,686,193,840,305,320,180
58,15,-57,32,316,95,438,202,37.21,5.29,1.96,,True,6,569,236,686,193,840,305,320,180
59,14,-75,32,332,92,458,204,36.57,5.38,1.96,,True,6,565,236,686,193,840,305,320,180
60,14,-86,31,342,92,470,206,35.97,5.47,1.96,,True,6,559,236,686,193,840,305,320,180
61,14,-91,31,347,92,475,206,35.4,5.56,1.96,,True,6,554,236,686,193,840,305,320,180
62,14,-92,30,348,92,476,208,34.83,5.65,1.96,,True,6,549,236,686,193,840,305,320,180
63,14,-78,31,337,94,460,204,34.29,5.74,1.96,,True,6,544,236,686,193,840,305,320,180
64,14,-60,31,319,94,442,205,33.74,5.83,1.96,,True,6,537,236,686,193,840,305,320,180
65,14,-41,31,300,94,423,205,33.22,5.92,1.96,,True,6,534,236,686,193,840,305,320,180
66,13,-15,31,274,95,396,204,32.71,6.02,1.96,,True,6,529,236,686,193,840,305,320,180
67,13,7,31,251,94,375,204,32.19,6.12,1.96,,True,6,528,236,682,193,840,310,320,180
68,14,10,31,249,94,372,204,31.73,6.21,1.96,,True,6,528,236,660,193,840,333,320,180
69,15,0,0,0,0,0,0,31.27,6.3,1.96,,False,6,528,236,639,193,840,354,320,180
70,14,0,0,0,0,0,0,30.82,6.39,1.96,,False,6,528,236,619,193,840,374,320,180
71,12,89,29,175,97,287,206,36.41,6.49,2.36,,True,7,528,236,598,193,840,398,320,180
72,13,97,29,168,97,279,205,35.83,6.6,2.36,,True,8,532,236,576,193,840,421,320,180
73,13,107,30,159,97,268,204,35.31,6.69,2.36,,True,9,535,237,558,193,840,439,320,180
74,13,53,24,0,0,0,0,34.77,6.8,2.36,,False,9,540,236,536,193,840,461,320,180
75,14,58,23,0,0,0,0,34.29,6.89,2.36,,False,10,542,236,517,193,840,478,320,180
76,15,0,0,0,0,0,0,33.85,6.98,2.36,,False,10,545,236,499,193,840,497,320,180
77,15,0,0,0,0,0,0,33.42,7.07,2.36,,False,10,545,236,486,193,840,498,320,180
78,13,-38,22,297,108,420,208,32.96,7.17,2.36,,True,11,545,236,487,193,840,498,320,180
79,13,-73,21,329,107,458,211,32.51,7.27,2.36,,True,12,541,236,487,193,840,498,320,180
80,12,-105,21,361,107,490,211,32.06,7.37,2.36,,True,13,535,236,487,193,840,498,320,180
81,13,-133,22,386,104,520,213,31.63,7.47,2.36,,True,14,528,236,487,193,840,498,320,180
82,12,-152,22,405,103,540,214,31.2,7.58,2.36,,True,15,519,236,487,193,840,498,320,180
83,12,-152,22,407,105,537,211,30.77,7.68,2.36,,True,16,508,236,487,193,840,498,320,180
84,13,-140,22,395,104,525,212,30.36,7.78,2.36,,True,17,498,236,487,193,840,498,320,180
85,13,-118,21,374,106,503,213,29.98,7.88,2.36,,True,18,488,236,487,193,840,498,320,180
86,13,-94,19,350,107,479,215,29.63,7.97,2.36,,True,19,480,236,487,193,840,498,320,180
87,15,-61,19,317,107,446,216,29.31,8.06,2.36,,True,20,475,236,487,193,840,498,320,180
88,14,-62,19,317,107,448,216,28.99,8.15,2.36,,True,21,471,236,487,193,840,498,320,180
89,18,0,0,0,0,0,0,28.73,8.22,2.36,,False,21,467,236,487,193,840,498,320,180
90,17,0,0,0,0,0,0,28.47,8.3,2.36,,False,21,467,236,487,193,840,498,320,180
91,18,0,0,0,0,0,0,28.22,8.37,2.36,,False,21,467,236,487,193,840,498,320,180
92,15,122,19,0,0,0,0,27.94,8.45,2.36,,False,22,467,236,487,193,840,498,320,180
93,14,138,20,0,0,0,0,27.65,8.54,2.36,,False,23,473,236,487,193,840,498,320,180
94,16,143,21,0,0,0,0,27.39,8.62,2.36,,False,24,479,236,487,193,840,498,320,180
95,18,0,0,0,0,0,0,27.15,8.7,2.36,,False,24,486,236,487,193,840,498,320,180
96,19,0,0,0,0,0,0,26.94,8.76,2.36,,False,24,486,236,487,193,840,498,320,180
97,15,158,19,0,0,0,0,26.68,8.85,2.36,,False,25,486,236,487,193,840,498,320,180
98,13,129,24,0,0,0,0,26.41,8.94,2.36,,False,26,494,236,487,193,840,498,320,180
99,15,117,20,0,0,0,0,26.15,9.03,2.36,,False,27,500,236,487,193,840,498,320,180
100,16,117,20,0,0,0,0,25.92,9.11,2.36,,False,28,505,236,490,193,840,497,320,180
101,19,0,0,0,0,0,0,25.72,9.18,2.36,,False,28,509,236,506,193,840,480,320,180
102,17,0,0,0,0,0,0,25.51,9.25,2.36,,False,28,509,236,523,193,840,465,320,180
103,15,43,20,216,109,338,212,25.28,9.34,2.36,,True,29,509,236,539,193,840,451,320,180
104,15,49,19,210,110,332,212,25.06,9.42,2.36,,True,30,511,236,558,194,840,432,320,180
105,17,0,0,0,0,0,0,24.86,9.5,2.36,,False,30,513,236,573,193,840,418,320,180
106,18,0,0,0,0,0,0,24.67,9.57,2.36,,False,30,513,236,587,193,840,403,320,180
107,19,0,0,0,0,0,0,24.5,9.64,2.36,,False,30,513,236,602,193,840,388,320,180
108,19,0,0,0,0,0,0,24.32,9.71,2.36,,False,30,513,236,618,193,840,373,320,180
109,18,0,0,0,0,0,0,24.14,9.78,2.36,,False,30,513,236,633,193,840,356,320,180
110,15,57,19,198,107,329,216,23.94,9.86,2.36,,True,31,513,236,652,193,840,339,320,180
111,17,60,18,195,107,326,217,23.75,9.94,2.36,,True,32,515,236,667,193,840,321,320,180
112,18,0,0,0,0,0,0,23.58,10.01,2.36,,False,32,518,236,683,193,840,308,320,180
113,16,94,23,161,103,291,212,23.39,10.09,2.36,,True,33,518,236,687,193,840,305,320,180
114,14,105,24,149,100,281,212,23.19,10.18,2.36,,True,34,522,236,686,193,840,305,320,180
115,15,117,26,137,96,270,212,23.0,10.26,2.36,,True,35,524,236,686,193,840,305,320,180
116,15,120,27,135,95,265,211,22.81,10.35,2.36,,True,36,529,236,686,193,840,305,320,180
117,16,127,28,128,94,259,210,22.63,10.43,2.36,,True,37,535,236,686,193,840,305,320,180
118,15,137,32,121,93,246,203,22.45,10.51,2.36,,True,38,541,236,686,193,840,305,320,180
119,13,144,33,113,92,239,202,22.24,10.61,2.36,,True,39,546,236,686,193,840,305,320,180
120,14,111,31,0,0,0,0,22.06,10.7,2.36,,False,40,553,236,686,193,840,305,320,180
121,13,111,31,0,0,0,0,21.87,10.8,2.36,,False,41,558,236,686,193,840,308,320,180
122,14,68,30,0,0,0,0,21.68,10.89,2.36,,False,42,563,236,686,193,840,305,320,180
123,15,47,29,0,0,0,0,21.51,10.97,2.36,,False,43,565,236,686,193,840,305,320,180
124,14,26,30,0,0,0,0,21.34,11.06,2.36,,False,44,568,236,686,193,840,305,320,180
125,14,2,30,0,0,0,0,21.16,11.15,2.36,,False,45,567,236,686,193,840,305,320,180
126,15,-22,31,0,0,0,0,21.0,11.24,2.36,,False,46,567,236,686,193,840,305,320,180
127,14,-40,31,0,0,0,0,20.83,11.33,2.36,,False,47,567,236,686,193,840,305,320,180
128,14,-48,31,0,0,0,0,20.67,11.42,2.36,,False,48,564,236,686,193,840,305,320,180
129,14,-59,30,0,0,0,0,20.51,11.51,2.36,,False,49,560,236,686,193,840,305,320,180
130,13,-62,30,0,0,0,0,20.34,11.61,2.36,,False,50,556,236,686,193,840,305,320,180
131,13,-62,30,0,0,0,0,20.17,11.71,2.36,,False,51,552,236,686,193,840,305,320,180
132,13,-61,30,0,0,0,0,20.0,11.81,2.36,,False,52,548,236,686,193,840,305,320,180
133,13,-49,31,0,0,0,0,19.83,11.91,2.36,,False,53,545,236,686,193,840,305,320,180
134,13,-40,31,0,0,0,0,19.67,12.0,2.36,,False,54,541,236,686,193,840,305,320,180
135,14,-45,31,0,0,0,0,19.51,12.1,2.36,,False,55,536,236,684,193,840,309,320,180
136,12,8,30,0,0,0,0,19.35,12.2,2.36,,False,56,531,236,657,193,840,335,320,180
137,12,13,31,0,0,0,0,19.18,12.31,2.36,,False,57,531,235,634,193,840,358,320,180
138,12,28,31,0,0,0,0,19.02,12.41,2.36,,False,58,531,236,612,193,840,382,320,180
139,13,39,30,0,0,0,0,18.87,12.51,2.36,,False,59,531,236,593,193,840,404,320,180
140,13,39,30,0,0,0,0,18.73,12.61,2.36,,False,60,534,236,574,193,840,422,320,180
141,13,53,27,0,0,0,0,18.58,12.71,2.36,,False,61,536,236,553,193,840,442,320,180
142,13,46,26,0,0,0,0,18.43,12.81,2.36,,False,62,538,236,535,193,840,461,320,180
143,14,46,26,0,0,0,0,18.3,12.9,2.36,,False,63,540,236,515,193,840,480,320,180
144,12,3,22,0,0,0,0,18.15,13.01,2.36,,False,64,542,236,495,193,840,498,320,180
145,13,-18,20,0,0,0,0,18.01,13.11,2.36,,False,65,542,236,486,193,840,498,320,180
146,12,-42,21,0,0,0,0,17.87,13.21,2.36,,False,66,542,236,487,193,840,498,320,180
147,13,-68,21,0,0,0,0,17.73,13.31,2.36,,False,67,537,236,487,193,840,498,320,180
148,14,-94,21,0,0,0,0,17.62,13.4,2.36,,False,68,534,236,487,193,840,498,320,180
149,16,-102,21,0,0,0,0,17.51,13.48,2.36,,False,69,528,237,487,193,840,498,320,180
150,15,-133,22,0,0,0,0,17.41,13.56,2.36,,False,70,520,236,487,193,840,498,320,180
151,16,-144,22,0,0,0,0,17.31,13.64,2.36,,False,71,512,236,487,193,840,498,320,180
152,16,0,0,0,0,0,0,17.21,13.72,2.36,,False,71,503,236,487,193,840,498,320,180
153,16,0,0,0,0,0,0,17.11,13.8,2.36,,False,71,504,236,487,193,840,498,320,180
154,15,-80,20,339,106,462,215,17.0,13.88,2.36,,True,72,504,236,487,193,840,498,320,180
155,15,-57,20,319,109,435,212,16.9,13.96,2.36,,True,73,499,236,487,193,840,498,320,180
156,15,-20,19,282,110,398,212,16.8,14.05,2.36,,True,74,497,236,487,193,840,498,320,180
157,16,1,19,262,111,376,212,16.7,14.13,2.36,,True,75,497,236,487,193,840,498,320,180
158,15,18,18,242,109,363,216,16.61,14.21,2.36,,True,76,496,236,487,193,840,498,320,180
159,15,22,18,236,107,360,217,16.51,14.29,2.36,,True,77,497,236,487,193,840,498,320,180
160,15,40,18,221,109,340,215,18.46,14.37,2.65,,True,78,497,236,487,193,840,498,320,180
161,16,57,18,204,110,323,215,18.36,14.45,2.65,,True,79,499,236,487,193,840,498,320,180
162,18,0,0,0,0,0,0,18.27,14.53,2.65,,False,79,501,236,487,193,840,498,320,180
163,18,0,0,0,0,0,0,18.18,14.6,2.65,,False,79,501,236,487,193,840,498,320,180
164,19,0,0,0,0,0,0,18.09,14.67,2.65,,False,79,501,236,487,193,840,498,320,180
165,18,0,0,0,0,0,0,18.0,14.74,2.65,,False,79,501,236,487,193,840,498,320,180
166,15,32,20,0,0,0,0,17.9,14.83,2.65,,False,80,501,236,487,193,840,498,320,180
167,16,32,21,0,0,0,0,17.81,14.91,2.65,,False,81,501,236,487,193,840,498,320,180
168,18,0,0,0,0,0,0,17.72,14.98,2.65,,False,81,501,236,487,193,840,498,320,180
169,18,0,0,0,0,0,0,17.63,15.05,2.65,,False,81,501,236,487,194,840,497,320,180
170,19,0,0,0,0,0,0,17.55,15.12,2.65,,False,81,501,236,487,205,825,483,320,180
171,18,0,0,0,0,0,0,17.47,15.19,2.65,,False,81,501,236,487,225,807,467,320,180
172,18,0,0,0,0,0,0,17.39,15.26,2.65,,False,81,501,236,487,241,792,453,320,180
173,15,22,17,0,0,0,0,17.29,15.35,2.65,,False,82,501,236,487,259,775,436,320,180
174,16,21,17,0,0,0,0,17.2,15.43,2.65,,False,83,501,236,487,277,757,422,320,180
175,19,0,0,0,0,0,0,17.13,15.5,2.65,,False,83,501,236,487,293,742,420,320,180
176,19,0,0,0,0,0,0,17.05,15.57,2.65,,False,83,501,236,487,308,727,420,320,180
177,19,0,0,0,0,0,0,16.97,15.64,2.65,,False,83,501,236,487,324,712,420,320,180
178,20,0,0,0,0,0,0,16.9,15.7,2.65,,False,83,501,236,487,340,697,420,320,180
179,19,0,0,0,0,0,0,16.82,15.78,2.65,,False,83,501,236,487,356,681,420,320,180
180,17,0,0,0,0,0,0,16.74,15.85,2.65,,False,83,501,236,487,373,664,420,320,180
181,18,0,0,0,0,0,0,16.67,15.92,2.65,,False,83,501,236,487,390,649,420,320,180
182,19,0,0,0,0,0,0,16.59,16.0,2.65,,False,83,501,236,487,406,633,420,320,180
183,18,0,0,0,0,0,0,16.52,16.07,2.65,,False,83,501,236,487,423,617,420,320,180
184,18,0,0,0,0,0,0,16.44,16.15,2.65,,False,83,501,236,487,437,602,420,320,180
185,18,0,0,0,0,0,0,16.36,16.22,2.65,,False,83,501,236,487,452,592,420,320,180
186,19,0,0,0,0,0,0,16.29,16.29,2.65,,False,83,501,236,487,457,594,420,320,180
187,18,0,0,0,0,0,0,16.22,16.36,2.65,,False,83,501,236,487,457,594,420,320,180
188,18,0,0,0,0,0,0,16.15,16.44,2.65,,False,83,501,236,487,457,594,420,320,180
189,18,0,0,0,0,0,0,16.08,16.51,2.65,,False,83,501,236,487,457,594,420,320,180
190,19,0,0,0,0,0,0,16.0,16.58,2.65,,False,83,501,236,487,457,594,420,320,180
191,18,0,0,0,0,0,0,15.93,16.66,2.65,,False,83,501,236,487,457,594,420,320,180
192,17,0,0,0,0,0,0,15.86,16.73,2.65,,False,83,501,236,487,457,594,420,320,180
193,17,0,0,0,0,0,0,15.79,16.81,2.65,,False,83,501,236,487,457,594,420,320,180
194,17,0,0,0,0,0,0,15.71,16.89,2.65,,False,83,501,236,487,457,594,420,320,180
195,16,0,0,0,0,0,0,15.64,16.97,2.65,,False,83,501,237,487,457,594,420,320,180
196,16,0,0,0,0,0,0,15.56,17.06,2.65,,False,83,501,237,487,457,594,420,320,180
197,17,0,0,0,0,0,0,15.49,17.14,2.65,,False,83,501,236,487,457,594,420,320,180
198,16,0,0,0,0,0,0,15.41,17.22,2.65,,False,83,501,236,487,457,594,420,320,180
199,16,0,0,0,0,0,0,15.34,17.31,2.65,,False,83,501,236,487,457,594,420,320,180
200,17,0,0,0,0,0,0,15.26,17.39,2.65,,False,83,501,236,487,457,594,420,320,180
201,16,0,0,0,0,0,0,15.19,17.48,2.65,,False,83,501,236,487,457,594,420,320,180
202,16,0,0,0,0,0,0,15.11,17.56,2.65,,False,83,501,236,487,457,594,420,320,180
203,16,0,0,0,0,0,0,15.04,17.65,2.65,,False,83,501,236,487,457,594,420,320,180
204,15,0,0,0,0,0,0,14.97,17.74,2.65,,False,83,501,236,487,457,594,420,320,180
205,16,0,0,0,0,0,0,14.89,17.82,2.65,,False,83,501,236,487,457,594,420,320,180
206,16,0,0,0,0,0,0,14.82,17.9,2.65,,False,83,501,236,487,457,594,420,320,180
207,16,0,0,0,0,0,0,14.76,17.99,2.65,,False,83,501,236,487,457,594,420,320,180
208,16,0,0,0,0,0,0,14.69,18.07,2.65,,False,83,501,236,487,456,595,420,320,180
209,16,0,0,0,0,0,0,14.62,18.16,2.65,,False,83,501,236,487,437,616,420,320,180
210,16,0,0,0,0,0,0,14.55,18.25,2.65,,False,83,501,236,487,419,634,420,320,180
211,16,0,0,0,0,0,0,14.48,18.33,2.65,,False,83,501,236,487,404,652,420,320,180
212,16,0,0,0,0,0,0,14.42,18.41,2.65,,False,83,501,236,487,388,672,420,320,180
213,16,0,0,0,0,0,0,14.35,18.49,2.65,,False,83,501,236,487,369,689,420,320,180
214,16,0,0,0,0,0,0,14.29,18.58,2.65,,False,83,501,236,487,351,709,420,320,180
215,18,0,0,0,0,0,0,14.23,18.66,2.65,,False,83,501,236,487,334,727,420,320,180
216,19,0,0,0,0,0,0,14.17,18.73,2.65,,False,83,501,236,487,318,741,420,320,180
217,18,0,0,0,0,0,0,14.12,18.8,2.65,,False,83,501,236,487,303,758,420,320,180
218,18,0,0,0,0,0,0,14.06,18.87,2.65,,False,83,501,236,487,287,776,420,320,180
219,17,0,0,0,0,0,0,14.0,18.95,2.65,,False,83,501,236,487,270,791,420,320,180
220,18,0,0,0,0,0,0,13.95,19.02,2.65,,False,83,501,236,487,255,809,420,320,180
221,19,0,0,0,0,0,0,13.9,19.1,2.65,,False,83,501,236,487,239,826,420,320,180
222,19,0,0,0,0,0,0,13.85,19.16,2.65,,False,83,501,236,487,224,840,420,320,180
223,19,0,0,0,0,0,0,13.8,19.23,2.65,,False,83,501,236,487,210,843,420,320,180
224,20,0,0,0,0,0,0,13.75,19.3,2.65,,False,83,501,236,487,194,842,420,320,180
225,19,0,0,0,0,0,0,13.7,19.37,2.65,,False,83,501,236,487,192,841,420,320,180
226,18,0,0,0,0,0,0,13.64,19.45,2.65,,False,83,501,236,487,193,841,420,320,180
227,18,0,0,0,0,0,0,13.59,19.52,2.65,,False,83,501,236,487,193,841,420,320,180
228,20,0,0,0,0,0,0,13.55,19.59,2.65,,False,83,501,236,487,193,841,420,320,180
229,19,0,0,0,0,0,0,13.5,19.66,2.65,,False,83,501,236,487,193,841,420,320,180
230,18,0,0,0,0,0,0,13.45,19.73,2.65,,False,83,501,236,487,193,841,420,320,180
231,19,0,0,0,0,0,0,13.4,19.8,2.65,,False,83,501,236,487,193,841,420,320,180
232,19,0,0,0,0,0,0,13.36,19.87,2.65,,False,83,501,236,487,193,841,420,320,180
233,19,0,0,0,0,0,0,13.31,19.94,2.65,,False,83,501,236,487,193,841,420,320,180
234,18,0,0,0,0,0,0,13.26,20.01,2.65,,False,83,501,236,487,193,841,420,320,180
235,19,0,0,0,0,0,0,13.21,20.08,2.65,,False,83,501,236,487,193,841,420,320,180
236,19,0,0,0,0,0,0,13.17,20.15,2.65,,False,83,501,236,487,193,841,420,320,180
237,19,0,0,0,0,0,0,13.12,20.22,2.65,,False,83,501,236,487,193,841,420,320,180
238,19,0,0,0,0,0,0,13.08,20.29,2.65,,False,83,501,236,487,193,841,420,320,180
239,18,0,0,0,0,0,0,13.03,20.36,2.65,,False,83,501,236,487,193,840,420,320,180
240,18,0,0,0,0,0,0,12.98,20.44,2.65,,False,83,501,236,487,193,841,420,320,180
241,19,0,0,0,0,0,0,12.94,20.51,2.65,,False,83,501,236,487,193,841,420,320,180
242,19,0,0,0,0,0,0,12.9,20.58,2.65,,False,83,501,236,487,193,841,420,320,180
243,18,0,0,0,0,0,0,12.85,20.65,2.65,,False,83,501,236,487,193,841,420,320,180
244,18,0,0,0,0,0,0,12.8,20.72,2.65,,False,83,501,236,487,193,841,420,320,180
245,18,0,0,0,0,0,0,12.76,20.8,2.65,,False,83,501,236,487,193,841,420,320,180
246,19,0,0,0,0,0,0,12.72,20.87,2.65,,False,83,501,236,487,193,841,420,320,180
247,19,0,0,0,0,0,0,12.67,20.94,2.65,,False,83,501,236,487,193,841,420,320,180
248,20,0,0,0,0,0,0,12.63,21.0,2.65,,False,83,501,236,487,193,841,420,320,180
249,20,0,0,0,0,0,0,12.59,21.07,2.65,,False,83,501,236,487,192,841,421,320,180
250,19,0,0,0,0,0,0,12.55,21.15,2.65,,False,83,501,236,473,193,842,436,320,180
251,18,0,0,0,0,0,0,12.51,21.22,2.65,,False,83,501,236,457,193,842,454,320,180
252,19,0,0,0,0,0,0,12.46,21.29,2.65,,False,83,501,236,445,193,842,467,320,180
253,19,0,0,0,0,0,0,12.42,21.36,2.65,,False,83,501,236,430,193,842,482,320,180
254,18,0,0,0,0,0,0,12.38,21.44,2.65,,False,83,501,236,416,193,842,498,320,180
255,19,0,0,0,0,0,0,12.34,21.51,2.65,,False,83,501,236,400,193,842,513,320,180
256,18,0,0,0,0,0,0,12.3,21.58,2.65,,False,83,501,236,384,193,842,528,320,180
257,18,0,0,0,0,0,0,12.25,21.66,2.65,,False,83,501,236,368,193,842,541,320,180
258,19,0,0,0,0,0,0,12.21,21.73,2.65,,False,83,501,236,354,193,842,557,320,180
259,18,0,0,0,0,0,0,12.17,21.8,2.65,,False,83,501,236,338,193,842,571,320,180
260,18,0,0,0,0,0,0,12.13,21.87,2.65,,False,83,501,236,322,193,842,586,320,180
261,16,0,0,0,0,0,0,12.09,21.96,2.65,,False,83,501,236,305,193,842,603,320,180
262,17,0,0,0,0,0,0,12.04,22.03,2.65,,False,83,501,236,287,193,842,619,320,180
263,17,0,0,0,0,0,0,12.0,22.11,2.65,,False,83,501,236,271,193,842,636,320,180
264,17,0,0,0,0,0,0,11.96,22.19,2.65,,False,83,501,236,256,193,842,653,320,180
265,16,0,0,0,0,0,0,11.91,22.28,2.65,,False,83,501,236,235,193,842,656,320,180
266,17,0,0,0,0,0,0,11.87,22.36,2.65,,False,83,501,236,220,193,842,656,320,180
267,16,0,0,0,0,0,0,11.82,22.45,2.65,,False,83,501,236,201,193,842,656,320,180
268,16,0,0,0,0,0,0,11.78,22.53,2.65,,False,83,501,236,183,193,842,656,320,180
269,16,0,0,0,0,0,0,11.73,22.62,2.65,,False,83,501,236,165,193,842,656,320,180
270,16,0,0,0,0,0,0,11.69,22.7,2.65,,False,83,501,236,163,193,842,656,320,180
271,17,0,0,0,0,0,0,11.65,22.78,2.65,,False,83,501,236,163,193,842,656,320,180
272,17,0,0,0,0,0,0,11.61,22.87,2.65,,False,83,501,236,163,193,842,656,320,180
273,16,0,0,0,0,0,0,11.56,22.95,2.65,,False,83,501,236,163,193,842,656,320,180
274,16,0,0,0,0,0,0,11.52,23.03,2.65,,False,83,501,236,163,193,842,656,320,180
275,17,0,0,0,0,0,0,11.48,23.11,2.65,,False,83,501,236,163,193,842,656,320,180
276,16,0,0,0,0,0,0,11.44,23.2,2.65,,False,83,501,236,163,193,842,656,320,180
277,16,0,0,0,0,0,0,11.4,23.29,2.65,,False,83,501,236,163,193,842,656,320,180
278,17,0,0,0,0,0,0,11.36,23.37,2.65,,False,83,501,236,163,193,842,656,320,180
279,16,0,0,0,0,0,0,11.31,23.45,2.65,,False,83,501,236,163,193,842,656,320,180
